"522,390;""129"";""23 ก.ค.2015 02:00"";""7.8"";""5.1"";""183.0"";""30.1"";""57.0"";""ปกติ"""
"522,514;""129"";""23 ก.ค.2015 03:00"";""7.8"";""5.1"";""183.0"";""30.1"";""55.0"";""ปกติ"""
"522,637;""129"";""23 ก.ค.2015 04:00"";""7.8"";""5.1"";""183.0"";""30.0"";""54.0"";""ปกติ"""
"522,760;""129"";""23 ก.ค.2015 05:00"";""7.8"";""5.1"";""182.0"";""29.9"";""53.0"";""ปกติ"""
"522,884;""129"";""23 ก.ค.2015 06:00"";""7.8"";""4.9"";""182.0"";""29.9"";""57.0"";""ปกติ"""
"523,006;""129"";""23 ก.ค.2015 07:00"";""7.8"";""5.0"";""182.0"";""29.9"";""60.0"";""ปกติ"""
"523,130;""129"";""23 ก.ค.2015 08:00"";""7.8"";""4.6"";""182.0"";""30.0"";""64.0"";""ปกติ"""
"523,253;""129"";""23 ก.ค.2015 09:00"";""8.3"";""5.4"";""195.0"";""31.6"";""45.0"";""ปกติ"""
"523,377;""129"";""23 ก.ค.2015 10:00"";""7.7"";""4.5"";""183.0"";""30.5"";""67.0"";""ปกติ"""
"523,502;""129"";""23 ก.ค.2015 11:00"";""7.8"";""5.1"";""183.0"";""30.8"";""67.0"";""ปกติ"""
"523,624;""129"";""23 ก.ค.2015 12:00"";""7.8"";""5.2"";""183.0"";""31.0"";""66.0"";""ปกติ"""
"523,746;""129"";""23 ก.ค.2015 13:00"";""7.8"";""5.2"";""183.0"";""31.0"";""68.0"";""ปกติ"""
"523,868;""129"";""23 ก.ค.2015 14:00"";""7.8"";""5.2"";""182.0"";""30.9"";""72.0"";""ปกติ"""
"523,994;""129"";""23 ก.ค.2015 15:00"";""7.8"";""5.0"";""182.0"";""30.8"";""71.0"";""ปกติ"""
"524,122;""129"";""23 ก.ค.2015 16:00"";""7.8"";""5.0"";""182.0"";""30.8"";""71.0"";""ปกติ"""
"524,250;""129"";""23 ก.ค.2015 17:00"";""7.8"";""5.2"";""182.0"";""30.7"";""77.0"";""ปกติ"""
"524,376;""129"";""23 ก.ค.2015 18:00"";""7.7"";""5.1"";""182.0"";""30.6"";""72.0"";""ปกติ"""
"524,504;""129"";""23 ก.ค.2015 19:00"";""7.7"";""5.0"";""182.0"";""30.4"";""71.0"";""ปกติ"""
"524,631;""129"";""23 ก.ค.2015 20:00"";""7.7"";""5.1"";""183.0"";""30.3"";""70.0"";""ปกติ"""
"524,756;""129"";""23 ก.ค.2015 21:00"";""7.7"";""5.1"";""183.0"";""30.3"";""67.0"";""ปกติ"""
"524,883;""129"";""23 ก.ค.2015 22:00"";""7.7"";""5.1"";""183.0"";""30.3"";""63.0"";""ปกติ"""
"525,009;""129"";""23 ก.ค.2015 23:00"";""7.7"";""5.0"";""184.0"";""30.2"";""63.0"";""ปกติ"""
"525,136;""129"";""24 ก.ค.2015 00:00"";""7.7"";""5.0"";""184.0"";""30.3"";""61.0"";""ปกติ"""
"525,262;""129"";""24 ก.ค.2015 01:00"";""7.7"";""4.8"";""183.0"";""30.2"";""61.0"";""ปกติ"""
"525,389;""129"";""24 ก.ค.2015 02:00"";""7.7"";""4.7"";""183.0"";""30.2"";""60.0"";""ปกติ"""
"525,517;""129"";""24 ก.ค.2015 03:00"";""7.7"";""4.6"";""183.0"";""30.1"";""61.0"";""ปกติ"""
"525,645;""129"";""24 ก.ค.2015 04:00"";""7.7"";""4.5"";""183.0"";""30.0"";""63.0"";""ปกติ"""
"525,773;""129"";""24 ก.ค.2015 05:00"";""7.7"";""4.5"";""183.0"";""30.0"";""65.0"";""ปกติ"""
"525,900;""129"";""24 ก.ค.2015 06:00"";""7.7"";""4.6"";""182.0"";""29.9"";""67.0"";""ปกติ"""
"526,027;""129"";""24 ก.ค.2015 07:00"";""7.7"";""4.8"";""182.0"";""29.8"";""70.0"";""ปกติ"""
"526,153;""129"";""24 ก.ค.2015 08:00"";""7.7"";""4.8"";""182.0"";""29.8"";""73.0"";""ปกติ"""
"526,277;""129"";""24 ก.ค.2015 09:00"";""7.7"";""4.8"";""182.0"";""29.9"";""75.0"";""ปกติ"""
"526,402;""129"";""24 ก.ค.2015 10:00"";""7.7"";""5.0"";""181.0"";""29.9"";""75.0"";""ปกติ"""
"526,528;""129"";""24 ก.ค.2015 11:00"";""7.8"";""5.0"";""182.0"";""30.1"";""75.0"";""ปกติ"""
"526,655;""129"";""24 ก.ค.2015 12:00"";""7.8"";""5.1"";""181.0"";""30.3"";""74.0"";""ปกติ"""
"526,783;""129"";""24 ก.ค.2015 13:00"";""7.8"";""5.1"";""182.0"";""30.6"";""72.0"";""ปกติ"""
"526,911;""129"";""24 ก.ค.2015 14:00"";""7.8"";""5.1"";""182.0"";""30.7"";""73.0"";""ปกติ"""
"527,039;""129"";""24 ก.ค.2015 15:00"";""7.8"";""5.1"";""183.0"";""30.5"";""77.0"";""ปกติ"""
"527,168;""129"";""24 ก.ค.2015 16:00"";""7.8"";""5.0"";""183.0"";""30.4"";""79.0"";""ปกติ"""
"527,298;""129"";""24 ก.ค.2015 17:00"";""7.8"";""5.0"";""183.0"";""30.3"";""80.0"";""ปกติ"""
"527,425;""129"";""24 ก.ค.2015 18:00"";""7.8"";""4.9"";""183.0"";""30.1"";""80.0"";""ปกติ"""
"527,554;""129"";""24 ก.ค.2015 19:00"";""7.7"";""4.8"";""183.0"";""30.1"";""82.0"";""ปกติ"""
"527,680;""129"";""24 ก.ค.2015 20:00"";""7.8"";""4.9"";""183.0"";""30.0"";""83.0"";""ปกติ"""
"527,806;""129"";""24 ก.ค.2015 21:00"";""7.8"";""4.9"";""184.0"";""30.0"";""81.0"";""ปกติ"""
"527,934;""129"";""24 ก.ค.2015 22:00"";""7.8"";""4.9"";""185.0"";""30.0"";""78.0"";""ปกติ"""
"528,060;""129"";""24 ก.ค.2015 23:00"";""7.8"";""5.0"";""185.0"";""30.0"";""75.0"";""ปกติ"""
"528,186;""129"";""25 ก.ค.2015 00:00"";""7.8"";""4.9"";""185.0"";""30.0"";""73.0"";""ปกติ"""
"528,311;""129"";""25 ก.ค.2015 01:00"";""7.7"";""5.0"";""185.0"";""30.0"";""70.0"";""ปกติ"""
"528,439;""129"";""25 ก.ค.2015 02:00"";""7.7"";""5.0"";""185.0"";""30.0"";""72.0"";""ปกติ"""
"528,566;""129"";""25 ก.ค.2015 03:00"";""7.7"";""5.0"";""184.0"";""29.9"";""72.0"";""ปกติ"""
"528,693;""129"";""25 ก.ค.2015 04:00"";""7.7"";""5.0"";""184.0"";""29.8"";""70.0"";""ปกติ"""
"528,821;""129"";""25 ก.ค.2015 05:00"";""7.7"";""5.0"";""183.0"";""29.8"";""71.0"";""ปกติ"""
"528,949;""129"";""25 ก.ค.2015 06:00"";""7.7"";""4.9"";""183.0"";""29.8"";""73.0"";""ปกติ"""
"529,076;""129"";""25 ก.ค.2015 07:00"";""7.7"";""5.0"";""181.0"";""29.7"";""77.0"";""ปกติ"""
"529,203;""129"";""25 ก.ค.2015 08:00"";""7.7"";""4.9"";""182.0"";""29.9"";""79.0"";""ปกติ"""
"529,330;""129"";""25 ก.ค.2015 09:00"";""7.7"";""4.9"";""181.0"";""30.1"";""82.0"";""ปกติ"""
"529,456;""129"";""25 ก.ค.2015 10:00"";""7.8"";""5.0"";""182.0"";""30.3"";""84.0"";""ปกติ"""
"529,581;""129"";""25 ก.ค.2015 11:00"";""7.7"";""5.0"";""181.0"";""30.4"";""83.0"";""ปกติ"""
"529,708;""129"";""25 ก.ค.2015 12:00"";""7.7"";""5.0"";""182.0"";""30.8"";""85.0"";""ปกติ"""
"529,835;""129"";""25 ก.ค.2015 13:00"";""7.8"";""4.9"";""182.0"";""31.2"";""83.0"";""ปกติ"""
"529,963;""129"";""25 ก.ค.2015 14:00"";""7.7"";""5.0"";""182.0"";""31.1"";""85.0"";""ปกติ"""
"530,091;""129"";""25 ก.ค.2015 15:00"";""7.7"";""4.9"";""182.0"";""31.0"";""89.0"";""ปกติ"""
"530,217;""129"";""25 ก.ค.2015 16:00"";""7.7"";""5.0"";""182.0"";""30.9"";""89.0"";""ปกติ"""
"530,345;""129"";""25 ก.ค.2015 17:00"";""7.7"";""4.9"";""182.0"";""30.7"";""88.0"";""ปกติ"""
"530,472;""129"";""25 ก.ค.2015 18:00"";""7.7"";""4.9"";""183.0"";""30.5"";""88.0"";""ปกติ"""
"530,598;""129"";""25 ก.ค.2015 19:00"";""7.7"";""4.8"";""183.0"";""30.4"";""88.0"";""ปกติ"""
"530,724;""129"";""25 ก.ค.2015 20:00"";""7.7"";""4.9"";""184.0"";""30.1"";""86.0"";""ปกติ"""
"530,851;""129"";""25 ก.ค.2015 21:00"";""7.7"";""5.0"";""185.0"";""30.1"";""83.0"";""ปกติ"""
"530,978;""129"";""25 ก.ค.2015 22:00"";""7.7"";""4.9"";""185.0"";""30.2"";""80.0"";""ปกติ"""
"531,105;""129"";""25 ก.ค.2015 23:00"";""7.7"";""4.7"";""185.0"";""30.2"";""76.0"";""ปกติ"""
"531,233;""129"";""26 ก.ค.2015 00:00"";""7.7"";""4.6"";""185.0"";""30.2"";""74.0"";""ปกติ"""
"531,361;""129"";""26 ก.ค.2015 01:00"";""7.7"";""4.4"";""185.0"";""30.2"";""72.0"";""ปกติ"""
"531,489;""129"";""26 ก.ค.2015 02:00"";""7.7"";""4.4"";""185.0"";""30.1"";""72.0"";""ปกติ"""
"531,617;""129"";""26 ก.ค.2015 03:00"";""7.6"";""4.4"";""185.0"";""30.1"";""70.0"";""ปกติ"""
"531,745;""129"";""26 ก.ค.2015 04:00"";""7.6"";""4.2"";""185.0"";""30.1"";""69.0"";""ปกติ"""
"531,869;""129"";""26 ก.ค.2015 05:00"";""7.6"";""4.1"";""185.0"";""30.1"";""67.0"";""ปกติ"""
"531,995;""129"";""26 ก.ค.2015 06:00"";""7.6"";""3.9"";""185.0"";""30.1"";""70.0"";""ปกติ"""
"532,120;""129"";""26 ก.ค.2015 07:00"";""7.6"";""3.9"";""184.0"";""30.0"";""75.0"";""ปกติ"""
"532,247;""129"";""26 ก.ค.2015 08:00"";""7.6"";""3.8"";""184.0"";""30.0"";""73.0"";""ปกติ"""
"532,375;""129"";""26 ก.ค.2015 09:00"";""7.7"";""4.3"";""184.0"";""30.1"";""74.0"";""ปกติ"""
"532,503;""129"";""26 ก.ค.2015 10:00"";""7.7"";""4.5"";""183.0"";""30.3"";""79.0"";""ปกติ"""
"532,631;""129"";""26 ก.ค.2015 11:00"";""7.7"";""4.6"";""183.0"";""30.5"";""80.0"";""ปกติ"""
"532,758;""129"";""26 ก.ค.2015 12:00"";""7.7"";""4.8"";""184.0"";""30.6"";""82.0"";""ปกติ"""
"532,886;""129"";""26 ก.ค.2015 13:00"";""7.7"";""4.9"";""184.0"";""30.5"";""83.0"";""ปกติ"""
"533,014;""129"";""26 ก.ค.2015 14:00"";""7.8"";""4.8"";""184.0"";""30.5"";""86.0"";""ปกติ"""
"533,142;""129"";""26 ก.ค.2015 15:00"";""7.8"";""4.8"";""185.0"";""30.4"";""89.0"";""ปกติ"""
"533,268;""129"";""26 ก.ค.2015 16:00"";""7.8"";""4.8"";""184.0"";""30.3"";""91.0"";""ปกติ"""
"533,393;""129"";""26 ก.ค.2015 17:00"";""7.8"";""4.8"";""184.0"";""30.1"";""89.0"";""ปกติ"""
"533,520;""129"";""26 ก.ค.2015 18:00"";""7.7"";""4.8"";""184.0"";""30.0"";""87.0"";""ปกติ"""
"533,647;""129"";""26 ก.ค.2015 19:00"";""7.7"";""4.8"";""184.0"";""29.9"";""91.0"";""ปกติ"""
"533,774;""129"";""26 ก.ค.2015 20:00"";""7.7"";""4.8"";""185.0"";""29.8"";""91.0"";""ปกติ"""
"533,901;""129"";""26 ก.ค.2015 21:00"";""7.7"";""4.9"";""185.0"";""29.8"";""88.0"";""ปกติ"""
"534,028;""129"";""26 ก.ค.2015 22:00"";""7.7"";""4.9"";""184.0"";""29.9"";""87.0"";""ปกติ"""
"534,156;""129"";""26 ก.ค.2015 23:00"";""7.7"";""4.9"";""184.0"";""29.9"";""88.0"";""ปกติ"""
"534,282;""129"";""27 ก.ค.2015 00:00"";""7.7"";""4.9"";""184.0"";""29.8"";""89.0"";""ปกติ"""
"534,409;""129"";""27 ก.ค.2015 01:00"";""7.7"";""4.9"";""183.0"";""29.8"";""91.0"";""ปกติ"""
"534,537;""129"";""27 ก.ค.2015 02:00"";""7.7"";""4.9"";""183.0"";""29.8"";""90.0"";""ปกติ"""
"534,665;""129"";""27 ก.ค.2015 03:00"";""7.7"";""4.9"";""183.0"";""29.8"";""90.0"";""ปกติ"""
"534,792;""129"";""27 ก.ค.2015 04:00"";""7.7"";""4.7"";""182.0"";""29.8"";""92.0"";""ปกติ"""
"534,920;""129"";""27 ก.ค.2015 05:00"";""7.7"";""4.8"";""181.0"";""29.7"";""97.0"";""ปกติ"""
"535,047;""129"";""27 ก.ค.2015 06:00"";""7.7"";""4.8"";""181.0"";""29.6"";""100.0"";""ปกติ"""
"535,175;""129"";""27 ก.ค.2015 07:00"";""7.7"";""4.8"";""180.0"";""29.6"";""108.0"";""ปกติ"""
"535,303;""129"";""27 ก.ค.2015 08:00"";""7.7"";""4.7"";""179.0"";""29.7"";""120.0"";""ปกติ"""
"535,429;""129"";""27 ก.ค.2015 09:00"";""7.7"";""4.8"";""178.0"";""29.8"";""125.0"";""ปกติ"""
"535,555;""129"";""27 ก.ค.2015 10:00"";""7.7"";""4.8"";""177.0"";""29.9"";""125.0"";""ปกติ"""
"535,682;""129"";""27 ก.ค.2015 11:00"";""7.7"";""4.7"";""177.0"";""30.2"";""131.0"";""ปกติ"""
"535,809;""129"";""27 ก.ค.2015 12:00"";""7.7"";""4.8"";""176.0"";""30.3"";""133.0"";""ปกติ"""
"535,937;""129"";""27 ก.ค.2015 13:00"";""7.7"";""4.8"";""176.0"";""30.4"";""134.0"";""ปกติ"""
"536,064;""129"";""27 ก.ค.2015 14:00"";""7.7"";""4.8"";""177.0"";""30.7"";""133.0"";""ปกติ"""
"536,192;""129"";""27 ก.ค.2015 15:00"";""7.7"";""4.8"";""177.0"";""30.7"";""128.0"";""ปกติ"""
"536,320;""129"";""27 ก.ค.2015 16:00"";""7.7"";""4.8"";""177.0"";""30.5"";""131.0"";""ปกติ"""
"536,446;""129"";""27 ก.ค.2015 17:00"";""7.7"";""4.8"";""177.0"";""30.2"";""128.0"";""ปกติ"""
"536,572;""129"";""27 ก.ค.2015 18:00"";""7.7"";""4.9"";""177.0"";""30.1"";""129.0"";""ปกติ"""
"536,697;""129"";""27 ก.ค.2015 19:00"";""7.7"";""4.9"";""177.0"";""29.9"";""129.0"";""ปกติ"""
"536,823;""129"";""27 ก.ค.2015 20:00"";""7.6"";""4.8"";""177.0"";""29.8"";""124.0"";""ปกติ"""
"536,947;""129"";""27 ก.ค.2015 21:00"";""7.7"";""4.8"";""177.0"";""29.7"";""118.0"";""ปกติ"""
"537,070;""129"";""27 ก.ค.2015 22:00"";""7.7"";""4.9"";""177.0"";""29.6"";""113.0"";""ปกติ"""
"537,194;""129"";""27 ก.ค.2015 23:00"";""7.7"";""5.1"";""178.0"";""29.6"";""108.0"";""ปกติ"""
"537,318;""129"";""28 ก.ค.2015 00:00"";""7.7"";""5.1"";""178.0"";""29.5"";""108.0"";""ปกติ"""
"537,441;""129"";""28 ก.ค.2015 01:00"";""7.7"";""5.1"";""177.0"";""29.5"";""106.0"";""ปกติ"""
"537,565;""129"";""28 ก.ค.2015 02:00"";""7.7"";""5.1"";""176.0"";""29.5"";""104.0"";""ปกติ"""
"537,689;""129"";""28 ก.ค.2015 03:00"";""7.7"";""5.0"";""177.0"";""29.4"";""102.0"";""ปกติ"""
"537,813;""129"";""28 ก.ค.2015 04:00"";""7.7"";""5.1"";""177.0"";""29.4"";""99.0"";""ปกติ"""
"537,936;""129"";""28 ก.ค.2015 05:00"";""7.7"";""5.1"";""177.0"";""29.3"";""99.0"";""ปกติ"""
"538,060;""129"";""28 ก.ค.2015 06:00"";""7.7"";""5.2"";""177.0"";""29.3"";""99.0"";""ปกติ"""
"538,183;""129"";""28 ก.ค.2015 07:00"";""7.7"";""5.1"";""177.0"";""29.2"";""104.0"";""ปกติ"""
"538,307;""129"";""28 ก.ค.2015 08:00"";""7.7"";""5.1"";""177.0"";""29.2"";""109.0"";""ปกติ"""
"538,431;""129"";""28 ก.ค.2015 09:00"";""7.7"";""5.1"";""178.0"";""29.2"";""113.0"";""ปกติ"""
"539,293;""129"";""28 ก.ค.2015 16:00"";""7.6"";""3.4"";""178.0"";""30.3"";""142.0"";""ปกติ"""
"539,418;""129"";""28 ก.ค.2015 17:00"";""7.6"";""4.7"";""177.0"";""30.3"";""133.0"";""ปกติ"""
"539,542;""129"";""28 ก.ค.2015 18:00"";""7.6"";""4.8"";""177.0"";""30.1"";""128.0"";""ปกติ"""
"539,665;""129"";""28 ก.ค.2015 19:00"";""7.6"";""4.8"";""177.0"";""30.0"";""127.0"";""ปกติ"""
"539,787;""129"";""28 ก.ค.2015 20:00"";""7.6"";""4.7"";""178.0"";""29.8"";""122.0"";""ปกติ"""
"539,910;""129"";""28 ก.ค.2015 21:00"";""7.6"";""4.7"";""178.0"";""29.7"";""117.0"";""ปกติ"""
"540,034;""129"";""28 ก.ค.2015 22:00"";""7.6"";""4.9"";""179.0"";""29.5"";""110.0"";""ปกติ"""
"540,158;""129"";""28 ก.ค.2015 23:00"";""7.7"";""4.9"";""180.0"";""29.4"";""109.0"";""ปกติ"""
"540,279;""129"";""29 ก.ค.2015 00:00"";""7.7"";""4.9"";""180.0"";""29.3"";""105.0"";""ปกติ"""
"540,401;""129"";""29 ก.ค.2015 01:00"";""7.7"";""5.0"";""179.0"";""29.3"";""103.0"";""ปกติ"""
"540,524;""129"";""29 ก.ค.2015 02:00"";""7.7"";""5.1"";""179.0"";""29.3"";""102.0"";""ปกติ"""
"540,646;""129"";""29 ก.ค.2015 03:00"";""7.7"";""5.0"";""179.0"";""29.2"";""101.0"";""ปกติ"""
"540,769;""129"";""29 ก.ค.2015 04:00"";""7.7"";""5.1"";""179.0"";""29.2"";""97.0"";""ปกติ"""
"540,892;""129"";""29 ก.ค.2015 05:00"";""7.7"";""5.1"";""179.0"";""29.1"";""94.0"";""ปกติ"""
"541,015;""129"";""29 ก.ค.2015 06:00"";""7.7"";""5.1"";""179.0"";""29.1"";""94.0"";""ปกติ"""
"541,138;""129"";""29 ก.ค.2015 07:00"";""7.7"";""5.0"";""179.0"";""29.1"";""99.0"";""ปกติ"""
"541,259;""129"";""29 ก.ค.2015 08:00"";""7.7"";""5.0"";""179.0"";""29.2"";""102.0"";""ปกติ"""
"541,381;""129"";""29 ก.ค.2015 09:00"";""7.7"";""5.1"";""178.0"";""29.3"";""105.0"";""ปกติ"""
"541,504;""129"";""29 ก.ค.2015 10:00"";""7.7"";""5.2"";""179.0"";""29.4"";""103.0"";""ปกติ"""
"541,627;""129"";""29 ก.ค.2015 11:00"";""7.7"";""5.2"";""179.0"";""29.6"";""103.0"";""ปกติ"""
"541,750;""129"";""29 ก.ค.2015 12:00"";""7.7"";""5.2"";""180.0"";""29.7"";""103.0"";""ปกติ"""
"541,873;""129"";""29 ก.ค.2015 13:00"";""7.7"";""5.1"";""180.0"";""29.9"";""105.0"";""ปกติ"""
"541,997;""129"";""29 ก.ค.2015 14:00"";""7.7"";""5.0"";""180.0"";""29.8"";""106.0"";""ปกติ"""
"542,122;""129"";""29 ก.ค.2015 15:00"";""7.7"";""5.2"";""180.0"";""29.9"";""108.0"";""ปกติ"""
"542,247;""129"";""29 ก.ค.2015 16:00"";""7.7"";""5.2"";""180.0"";""30.0"";""106.0"";""ปกติ"""
"542,373;""129"";""29 ก.ค.2015 17:00"";""7.9"";""6.9"";""179.0"";""30.0"";""91.0"";""ปกติ"""
"542,499;""129"";""29 ก.ค.2015 18:00"";""7.8"";""6.6"";""179.0"";""29.7"";""97.0"";""ปกติ"""
"542,623;""129"";""29 ก.ค.2015 19:00"";""7.8"";""6.6"";""179.0"";""29.5"";""99.0"";""ปกติ"""
"542,749;""129"";""29 ก.ค.2015 20:00"";""7.8"";""6.6"";""179.0"";""29.3"";""94.0"";""ปกติ"""
"542,874;""129"";""29 ก.ค.2015 21:00"";""7.8"";""6.4"";""179.0"";""29.1"";""88.0"";""ปกติ"""
"543,000;""129"";""29 ก.ค.2015 22:00"";""7.8"";""6.5"";""179.0"";""28.9"";""85.0"";""ปกติ"""
"543,126;""129"";""29 ก.ค.2015 23:00"";""7.8"";""6.5"";""179.0"";""28.8"";""82.0"";""ปกติ"""
"543,252;""129"";""30 ก.ค.2015 00:00"";""7.9"";""6.5"";""179.0"";""28.9"";""79.0"";""ปกติ"""
"543,378;""129"";""30 ก.ค.2015 01:00"";""7.9"";""6.5"";""180.0"";""28.9"";""78.0"";""ปกติ"""
"543,502;""129"";""30 ก.ค.2015 02:00"";""7.9"";""6.5"";""180.0"";""28.9"";""76.0"";""ปกติ"""
"543,628;""129"";""30 ก.ค.2015 03:00"";""7.9"";""6.4"";""180.0"";""28.9"";""73.0"";""ปกติ"""
"543,754;""129"";""30 ก.ค.2015 04:00"";""7.9"";""6.4"";""181.0"";""28.8"";""74.0"";""ปกติ"""
"543,879;""129"";""30 ก.ค.2015 05:00"";""7.9"";""6.4"";""181.0"";""28.8"";""74.0"";""ปกติ"""
"544,005;""129"";""30 ก.ค.2015 06:00"";""7.9"";""6.4"";""182.0"";""28.8"";""73.0"";""ปกติ"""
"544,131;""129"";""30 ก.ค.2015 07:00"";""7.9"";""6.3"";""182.0"";""28.8"";""76.0"";""ปกติ"""
"544,256;""129"";""30 ก.ค.2015 08:00"";""7.9"";""6.3"";""182.0"";""28.9"";""82.0"";""ปกติ"""
"544,381;""129"";""30 ก.ค.2015 09:00"";""7.9"";""6.2"";""182.0"";""29.2"";""83.0"";""ปกติ"""
"544,506;""129"";""30 ก.ค.2015 10:00"";""7.9"";""6.3"";""180.0"";""29.6"";""84.0"";""ปกติ"""
"544,632;""129"";""30 ก.ค.2015 11:00"";""7.9"";""6.2"";""179.0"";""30.0"";""86.0"";""ปกติ"""
"544,756;""129"";""30 ก.ค.2015 12:00"";""7.9"";""6.1"";""179.0"";""30.0"";""89.0"";""ปกติ"""
"544,882;""129"";""30 ก.ค.2015 13:00"";""7.9"";""6.1"";""179.0"";""30.0"";""92.0"";""ปกติ"""
"545,010;""129"";""30 ก.ค.2015 14:00"";""7.9"";""6.1"";""179.0"";""30.4"";""92.0"";""ปกติ"""
"545,138;""129"";""30 ก.ค.2015 15:00"";""7.9"";""6.0"";""179.0"";""30.2"";""98.0"";""ปกติ"""
"545,265;""129"";""30 ก.ค.2015 16:00"";""7.9"";""6.0"";""178.0"";""29.9"";""103.0"";""ปกติ"""
"545,392;""129"";""30 ก.ค.2015 17:00"";""7.9"";""6.0"";""178.0"";""29.3"";""106.0"";""ปกติ"""
"545,519;""129"";""30 ก.ค.2015 18:00"";""7.9"";""6.1"";""178.0"";""29.1"";""99.0"";""ปกติ"""
"545,646;""129"";""30 ก.ค.2015 19:00"";""7.9"";""6.1"";""178.0"";""29.1"";""98.0"";""ปกติ"""
"545,771;""129"";""30 ก.ค.2015 20:00"";""7.9"";""6.0"";""179.0"";""29.0"";""94.0"";""ปกติ"""
"545,899;""129"";""30 ก.ค.2015 21:00"";""7.9"";""6.0"";""180.0"";""29.0"";""90.0"";""ปกติ"""
"546,027;""129"";""30 ก.ค.2015 22:00"";""7.8"";""6.0"";""182.0"";""29.0"";""88.0"";""ปกติ"""
"546,155;""129"";""30 ก.ค.2015 23:00"";""7.8"";""6.0"";""182.0"";""29.0"";""86.0"";""ปกติ"""
"546,283;""129"";""31 ก.ค.2015 00:00"";""7.8"";""5.9"";""182.0"";""29.0"";""85.0"";""ปกติ"""
"546,398;""129"";""1 ส.ค.2015 00:00"";""7.7"";""5.6"";""188.0"";""29.3"";""88.0"";""ปกติ"""
"546,522;""129"";""1 ส.ค.2015 01:00"";""7.7"";""5.4"";""189.0"";""29.3"";""86.0"";""ปกติ"""
"546,648;""129"";""1 ส.ค.2015 02:00"";""7.7"";""5.3"";""189.0"";""29.3"";""85.0"";""ปกติ"""
"546,773;""129"";""1 ส.ค.2015 03:00"";""7.7"";""5.2"";""190.0"";""29.3"";""86.0"";""ปกติ"""
"546,896;""129"";""1 ส.ค.2015 04:00"";""7.7"";""5.1"";""190.0"";""29.3"";""83.0"";""ปกติ"""
"547,017;""129"";""1 ส.ค.2015 05:00"";""7.7"";""5.0"";""191.0"";""29.3"";""82.0"";""ปกติ"""
"547,136;""129"";""1 ส.ค.2015 06:00"";""7.7"";""4.9"";""191.0"";""29.3"";""81.0"";""ปกติ"""
"547,255;""129"";""1 ส.ค.2015 07:00"";""7.7"";""4.8"";""191.0"";""29.3"";""82.0"";""ปกติ"""
"547,373;""129"";""1 ส.ค.2015 08:00"";""7.7"";""4.8"";""191.0"";""29.5"";""83.0"";""ปกติ"""
"547,493;""129"";""1 ส.ค.2015 09:00"";""7.7"";""4.9"";""191.0"";""29.7"";""82.0"";""ปกติ"""
"547,612;""129"";""1 ส.ค.2015 10:00"";""7.8"";""5.0"";""191.0"";""30.0"";""83.0"";""ปกติ"""
"547,732;""129"";""1 ส.ค.2015 11:00"";""7.8"";""5.1"";""190.0"";""30.3"";""86.0"";""ปกติ"""
"547,852;""129"";""1 ส.ค.2015 12:00"";""7.8"";""5.2"";""190.0"";""30.6"";""88.0"";""ปกติ"""
"547,969;""129"";""1 ส.ค.2015 13:00"";""7.8"";""5.1"";""189.0"";""30.7"";""94.0"";""ปกติ"""
"548,087;""129"";""1 ส.ค.2015 14:00"";""7.8"";""5.1"";""189.0"";""30.8"";""96.0"";""ปกติ"""
"548,206;""129"";""1 ส.ค.2015 15:00"";""7.8"";""5.1"";""188.0"";""30.9"";""96.0"";""ปกติ"""
"548,324;""129"";""1 ส.ค.2015 16:00"";""7.8"";""5.1"";""188.0"";""30.9"";""96.0"";""ปกติ"""
"548,444;""129"";""1 ส.ค.2015 17:00"";""7.8"";""5.1"";""188.0"";""30.8"";""95.0"";""ปกติ"""
"548,564;""129"";""1 ส.ค.2015 18:00"";""7.8"";""5.1"";""188.0"";""30.4"";""97.0"";""ปกติ"""
"548,686;""129"";""1 ส.ค.2015 19:00"";""7.8"";""5.1"";""188.0"";""30.2"";""105.0"";""ปกติ"""
"548,808;""129"";""1 ส.ค.2015 20:00"";""7.8"";""5.1"";""187.0"";""29.9"";""103.0"";""ปกติ"""
"548,926;""129"";""1 ส.ค.2015 21:00"";""7.8"";""5.2"";""188.0"";""29.7"";""99.0"";""ปกติ"""
"549,047;""129"";""1 ส.ค.2015 22:00"";""7.8"";""5.2"";""189.0"";""29.7"";""95.0"";""ปกติ"""
"549,169;""129"";""1 ส.ค.2015 23:00"";""7.8"";""5.2"";""189.0"";""29.7"";""92.0"";""ปกติ"""
"549,289;""129"";""2 ส.ค.2015 00:00"";""7.8"";""5.2"";""189.0"";""29.8"";""94.0"";""ปกติ"""
"549,409;""129"";""2 ส.ค.2015 01:00"";""7.8"";""5.1"";""189.0"";""29.7"";""94.0"";""ปกติ"""
"549,531;""129"";""2 ส.ค.2015 02:00"";""7.8"";""5.1"";""189.0"";""29.7"";""95.0"";""ปกติ"""
"549,653;""129"";""2 ส.ค.2015 03:00"";""7.8"";""5.0"";""189.0"";""29.7"";""95.0"";""ปกติ"""
"549,775;""129"";""2 ส.ค.2015 04:00"";""7.8"";""5.0"";""189.0"";""29.7"";""95.0"";""ปกติ"""
