"494,467;""129"";""13 ก.ค.2015 23:00"";""7.6"";""4.6"";""183.0"";""31.8"";""70.0"";""ปกติ"""
"494,591;""129"";""14 ก.ค.2015 00:00"";""7.6"";""4.8"";""183.0"";""31.9"";""70.0"";""ปกติ"""
"494,715;""129"";""14 ก.ค.2015 01:00"";""7.6"";""4.7"";""183.0"";""31.8"";""66.0"";""ปกติ"""
"494,839;""129"";""14 ก.ค.2015 02:00"";""7.6"";""4.5"";""183.0"";""31.8"";""69.0"";""ปกติ"""
"494,962;""129"";""14 ก.ค.2015 03:00"";""7.6"";""4.5"";""183.0"";""31.8"";""68.0"";""ปกติ"""
"495,085;""129"";""14 ก.ค.2015 04:00"";""7.6"";""4.4"";""183.0"";""31.8"";""69.0"";""ปกติ"""
"495,209;""129"";""14 ก.ค.2015 05:00"";""7.6"";""4.4"";""183.0"";""31.7"";""70.0"";""ปกติ"""
"495,331;""129"";""14 ก.ค.2015 06:00"";""7.6"";""4.5"";""183.0"";""31.7"";""70.0"";""ปกติ"""
"495,454;""129"";""14 ก.ค.2015 07:00"";""7.6"";""4.4"";""183.0"";""31.7"";""72.0"";""ปกติ"""
"495,578;""129"";""14 ก.ค.2015 08:00"";""7.6"";""4.6"";""183.0"";""31.9"";""82.0"";""ปกติ"""
"495,700;""129"";""14 ก.ค.2015 09:00"";""7.7"";""4.7"";""183.0"";""32.2"";""83.0"";""ปกติ"""
"495,819;""129"";""14 ก.ค.2015 10:00"";""7.7"";""4.9"";""183.0"";""32.5"";""83.0"";""ปกติ"""
"495,939;""129"";""14 ก.ค.2015 11:00"";""7.7"";""5.1"";""182.0"";""33.0"";""84.0"";""ปกติ"""
"496,060;""129"";""14 ก.ค.2015 12:00"";""7.8"";""5.3"";""182.0"";""34.0"";""80.0"";""ปกติ"""
"496,182;""129"";""14 ก.ค.2015 13:00"";""7.8"";""5.4"";""181.0"";""34.2"";""80.0"";""ปกติ"""
"496,305;""129"";""14 ก.ค.2015 14:00"";""7.8"";""5.8"";""181.0"";""34.1"";""87.0"";""ปกติ"""
"496,429;""129"";""14 ก.ค.2015 15:00"";""7.8"";""5.8"";""182.0"";""33.7"";""82.0"";""ปกติ"""
"496,554;""129"";""14 ก.ค.2015 16:00"";""7.8"";""5.6"";""182.0"";""33.2"";""84.0"";""ปกติ"""
"496,679;""129"";""14 ก.ค.2015 17:00"";""7.8"";""5.5"";""182.0"";""32.9"";""85.0"";""ปกติ"""
"496,806;""129"";""14 ก.ค.2015 18:00"";""7.8"";""5.2"";""182.0"";""32.6"";""89.0"";""ปกติ"""
"496,931;""129"";""14 ก.ค.2015 19:00"";""7.7"";""5.2"";""183.0"";""32.3"";""89.0"";""ปกติ"""
"497,061;""129"";""14 ก.ค.2015 20:00"";""7.7"";""5.0"";""183.0"";""31.9"";""94.0"";""ปกติ"""
"497,189;""129"";""14 ก.ค.2015 21:00"";""7.7"";""5.1"";""184.0"";""31.7"";""86.0"";""ปกติ"""
"497,319;""129"";""14 ก.ค.2015 22:00"";""7.7"";""5.1"";""184.0"";""31.6"";""91.0"";""ปกติ"""
"497,448;""129"";""14 ก.ค.2015 23:00"";""7.7"";""5.0"";""184.0"";""31.7"";""92.0"";""ปกติ"""
"497,578;""129"";""15 ก.ค.2015 00:00"";""7.7"";""5.0"";""184.0"";""31.6"";""87.0"";""ปกติ"""
"497,708;""129"";""15 ก.ค.2015 01:00"";""7.7"";""5.1"";""183.0"";""31.7"";""90.0"";""ปกติ"""
"497,838;""129"";""15 ก.ค.2015 02:00"";""7.7"";""5.0"";""183.0"";""31.7"";""86.0"";""ปกติ"""
"497,968;""129"";""15 ก.ค.2015 03:00"";""7.7"";""5.0"";""183.0"";""31.8"";""82.0"";""ปกติ"""
"498,098;""129"";""15 ก.ค.2015 04:00"";""7.7"";""4.9"";""183.0"";""31.7"";""85.0"";""ปกติ"""
"498,228;""129"";""15 ก.ค.2015 05:00"";""7.7"";""4.9"";""182.0"";""31.6"";""86.0"";""ปกติ"""
"498,357;""129"";""15 ก.ค.2015 06:00"";""7.7"";""4.9"";""183.0"";""31.6"";""88.0"";""ปกติ"""
"498,485;""129"";""15 ก.ค.2015 07:00"";""7.7"";""4.9"";""183.0"";""31.6"";""88.0"";""ปกติ"""
"498,614;""129"";""15 ก.ค.2015 08:00"";""7.8"";""5.0"";""183.0"";""32.0"";""89.0"";""ปกติ"""
"498,744;""129"";""15 ก.ค.2015 09:00"";""7.8"";""5.2"";""182.0"";""32.4"";""91.0"";""ปกติ"""
"498,874;""129"";""15 ก.ค.2015 10:00"";""7.8"";""5.4"";""182.0"";""32.9"";""89.0"";""ปกติ"""
"499,004;""129"";""15 ก.ค.2015 11:00"";""7.9"";""5.9"";""181.0"";""33.7"";""87.0"";""ปกติ"""
"499,134;""129"";""15 ก.ค.2015 12:00"";""8.0"";""6.2"";""180.0"";""34.0"";""86.0"";""ปกติ"""
"499,263;""129"";""15 ก.ค.2015 13:00"";""8.0"";""6.4"";""180.0"";""33.6"";""91.0"";""ปกติ"""
"499,390;""129"";""15 ก.ค.2015 14:00"";""8.0"";""6.2"";""180.0"";""33.9"";""89.0"";""ปกติ"""
"499,515;""129"";""15 ก.ค.2015 15:00"";""8.0"";""6.4"";""179.0"";""34.1"";""89.0"";""ปกติ"""
"500,158;""129"";""15 ก.ค.2015 20:00"";""7.8"";""4.5"";""181.0"";""32.0"";""110.0"";""ปกติ"""
"500,288;""129"";""15 ก.ค.2015 21:00"";""7.8"";""5.0"";""181.0"";""31.9"";""87.0"";""ปกติ"""
"500,417;""129"";""15 ก.ค.2015 22:00"";""7.8"";""5.1"";""181.0"";""31.9"";""60.0"";""ปกติ"""
"500,547;""129"";""15 ก.ค.2015 23:00"";""7.8"";""5.1"";""182.0"";""31.8"";""57.0"";""ปกติ"""
"500,677;""129"";""16 ก.ค.2015 00:00"";""7.8"";""5.1"";""182.0"";""31.9"";""54.0"";""ปกติ"""
"500,806;""129"";""16 ก.ค.2015 01:00"";""7.8"";""5.1"";""183.0"";""31.8"";""53.0"";""ปกติ"""
"500,934;""129"";""16 ก.ค.2015 02:00"";""7.7"";""4.9"";""183.0"";""31.8"";""55.0"";""ปกติ"""
"501,062;""129"";""16 ก.ค.2015 03:00"";""7.8"";""4.8"";""183.0"";""31.8"";""52.0"";""ปกติ"""
"501,190;""129"";""16 ก.ค.2015 04:00"";""7.8"";""4.9"";""183.0"";""31.7"";""52.0"";""ปกติ"""
"501,318;""129"";""16 ก.ค.2015 05:00"";""7.8"";""4.9"";""183.0"";""31.6"";""51.0"";""ปกติ"""
"501,445;""129"";""16 ก.ค.2015 06:00"";""7.8"";""4.9"";""183.0"";""31.5"";""51.0"";""ปกติ"""
"501,572;""129"";""16 ก.ค.2015 07:00"";""7.8"";""4.9"";""183.0"";""31.4"";""54.0"";""ปกติ"""
"501,700;""129"";""16 ก.ค.2015 08:00"";""7.8"";""4.9"";""182.0"";""31.5"";""55.0"";""ปกติ"""
"501,828;""129"";""16 ก.ค.2015 09:00"";""7.9"";""5.1"";""181.0"";""31.7"";""54.0"";""ปกติ"""
"501,955;""129"";""16 ก.ค.2015 10:00"";""7.9"";""5.5"";""181.0"";""32.3"";""53.0"";""ปกติ"""
"502,083;""129"";""16 ก.ค.2015 11:00"";""8.0"";""5.9"";""181.0"";""32.6"";""50.0"";""ปกติ"""
"502,209;""129"";""16 ก.ค.2015 12:00"";""8.2"";""6.3"";""180.0"";""33.1"";""52.0"";""ปกติ"""
"502,338;""129"";""16 ก.ค.2015 13:00"";""8.2"";""6.7"";""180.0"";""33.4"";""51.0"";""ปกติ"""
"502,467;""129"";""16 ก.ค.2015 14:00"";""8.2"";""6.8"";""179.0"";""33.5"";""50.0"";""ปกติ"""
"502,595;""129"";""16 ก.ค.2015 15:00"";""8.2"";""6.5"";""180.0"";""33.4"";""52.0"";""ปกติ"""
"502,725;""129"";""16 ก.ค.2015 16:00"";""8.1"";""6.4"";""179.0"";""33.0"";""55.0"";""ปกติ"""
"502,852;""129"";""16 ก.ค.2015 17:00"";""8.2"";""6.4"";""180.0"";""32.5"";""56.0"";""ปกติ"""
"502,982;""129"";""16 ก.ค.2015 18:00"";""8.1"";""6.3"";""180.0"";""32.0"";""57.0"";""ปกติ"""
"503,111;""129"";""16 ก.ค.2015 19:00"";""8.0"";""6.0"";""180.0"";""31.3"";""58.0"";""ปกติ"""
"503,237;""129"";""16 ก.ค.2015 20:00"";""7.9"";""5.6"";""181.0"";""31.1"";""55.0"";""ปกติ"""
"503,365;""129"";""16 ก.ค.2015 21:00"";""7.9"";""5.5"";""180.0"";""31.0"";""55.0"";""ปกติ"""
"503,495;""129"";""16 ก.ค.2015 22:00"";""7.9"";""5.4"";""181.0"";""31.1"";""52.0"";""ปกติ"""
"503,623;""129"";""16 ก.ค.2015 23:00"";""7.9"";""5.4"";""181.0"";""31.2"";""50.0"";""ปกติ"""
"503,752;""129"";""17 ก.ค.2015 00:00"";""7.9"";""5.3"";""181.0"";""31.2"";""46.0"";""ปกติ"""
"503,881;""129"";""17 ก.ค.2015 01:00"";""7.9"";""5.2"";""181.0"";""31.2"";""43.0"";""ปกติ"""
"504,009;""129"";""17 ก.ค.2015 02:00"";""7.9"";""5.2"";""182.0"";""31.2"";""41.0"";""ปกติ"""
"504,139;""129"";""17 ก.ค.2015 03:00"";""7.8"";""5.1"";""182.0"";""31.2"";""40.0"";""ปกติ"""
"504,268;""129"";""17 ก.ค.2015 04:00"";""7.9"";""5.1"";""183.0"";""31.1"";""40.0"";""ปกติ"""
"504,396;""129"";""17 ก.ค.2015 05:00"";""7.9"";""5.1"";""183.0"";""31.0"";""43.0"";""ปกติ"""
"504,525;""129"";""17 ก.ค.2015 06:00"";""7.8"";""5.1"";""183.0"";""30.8"";""43.0"";""ปกติ"""
"504,655;""129"";""17 ก.ค.2015 07:00"";""7.9"";""5.1"";""182.0"";""30.8"";""42.0"";""ปกติ"""
"504,784;""129"";""17 ก.ค.2015 08:00"";""7.9"";""5.1"";""182.0"";""30.9"";""45.0"";""ปกติ"""
"504,913;""129"";""17 ก.ค.2015 09:00"";""7.9"";""5.3"";""181.0"";""31.2"";""46.0"";""ปกติ"""
"505,043;""129"";""17 ก.ค.2015 10:00"";""8.0"";""5.6"";""181.0"";""31.5"";""45.0"";""ปกติ"""
"505,172;""129"";""17 ก.ค.2015 11:00"";""8.0"";""5.9"";""181.0"";""31.9"";""46.0"";""ปกติ"""
"505,299;""129"";""17 ก.ค.2015 12:00"";""8.1"";""6.1"";""179.0"";""32.4"";""46.0"";""ปกติ"""
"505,428;""129"";""17 ก.ค.2015 13:00"";""8.1"";""6.4"";""179.0"";""32.6"";""47.0"";""ปกติ"""
"505,555;""129"";""17 ก.ค.2015 14:00"";""8.1"";""6.4"";""179.0"";""32.8"";""50.0"";""ปกติ"""
"505,685;""129"";""17 ก.ค.2015 15:00"";""8.1"";""6.3"";""179.0"";""32.8"";""53.0"";""ปกติ"""
"505,815;""129"";""17 ก.ค.2015 16:00"";""8.1"";""6.3"";""179.0"";""32.7"";""54.0"";""ปกติ"""
"505,946;""129"";""17 ก.ค.2015 17:00"";""8.0"";""6.1"";""179.0"";""32.4"";""53.0"";""ปกติ"""
"506,077;""129"";""17 ก.ค.2015 18:00"";""8.0"";""5.8"";""178.0"";""31.5"";""55.0"";""ปกติ"""
"506,207;""129"";""17 ก.ค.2015 19:00"";""7.9"";""5.7"";""176.0"";""31.0"";""57.0"";""ปกติ"""
"506,338;""129"";""17 ก.ค.2015 20:00"";""7.9"";""5.6"";""178.0"";""31.0"";""54.0"";""ปกติ"""
"506,469;""129"";""17 ก.ค.2015 21:00"";""7.9"";""5.2"";""180.0"";""31.2"";""53.0"";""ปกติ"""
"506,599;""129"";""17 ก.ค.2015 22:00"";""7.8"";""5.1"";""182.0"";""31.2"";""48.0"";""ปกติ"""
"506,730;""129"";""17 ก.ค.2015 23:00"";""7.7"";""4.8"";""183.0"";""31.3"";""47.0"";""ปกติ"""
"506,861;""129"";""18 ก.ค.2015 00:00"";""7.7"";""4.3"";""183.0"";""31.3"";""44.0"";""ปกติ"""
"506,990;""129"";""18 ก.ค.2015 01:00"";""7.7"";""4.1"";""182.0"";""31.3"";""43.0"";""ปกติ"""
"507,120;""129"";""18 ก.ค.2015 02:00"";""7.7"";""4.3"";""182.0"";""31.3"";""43.0"";""ปกติ"""
"507,250;""129"";""18 ก.ค.2015 03:00"";""7.7"";""4.2"";""182.0"";""31.2"";""42.0"";""ปกติ"""
"507,381;""129"";""18 ก.ค.2015 04:00"";""7.7"";""3.8"";""182.0"";""31.1"";""43.0"";""ปกติ"""
"507,511;""129"";""18 ก.ค.2015 05:00"";""7.7"";""3.9"";""181.0"";""31.0"";""43.0"";""ปกติ"""
"507,642;""129"";""18 ก.ค.2015 06:00"";""7.7"";""4.0"";""181.0"";""31.0"";""43.0"";""ปกติ"""
"507,773;""129"";""18 ก.ค.2015 07:00"";""7.7"";""4.1"";""182.0"";""30.9"";""44.0"";""ปกติ"""
"507,903;""129"";""18 ก.ค.2015 08:00"";""7.7"";""4.1"";""182.0"";""31.0"";""44.0"";""ปกติ"""
"508,034;""129"";""18 ก.ค.2015 09:00"";""7.7"";""4.3"";""181.0"";""31.2"";""43.0"";""ปกติ"""
"508,164;""129"";""18 ก.ค.2015 10:00"";""7.8"";""4.7"";""182.0"";""31.3"";""45.0"";""ปกติ"""
"508,292;""129"";""18 ก.ค.2015 11:00"";""7.9"";""5.0"";""182.0"";""31.6"";""45.0"";""ปกติ"""
"508,420;""129"";""18 ก.ค.2015 12:00"";""7.9"";""5.4"";""182.0"";""31.9"";""47.0"";""ปกติ"""
"508,548;""129"";""18 ก.ค.2015 13:00"";""7.9"";""5.6"";""182.0"";""32.2"";""48.0"";""ปกติ"""
"508,678;""129"";""18 ก.ค.2015 14:00"";""7.9"";""5.7"";""183.0"";""32.2"";""48.0"";""ปกติ"""
"508,808;""129"";""18 ก.ค.2015 15:00"";""7.9"";""5.7"";""183.0"";""32.3"";""49.0"";""ปกติ"""
"508,939;""129"";""18 ก.ค.2015 16:00"";""7.9"";""5.7"";""183.0"";""32.1"";""50.0"";""ปกติ"""
"509,070;""129"";""18 ก.ค.2015 17:00"";""7.9"";""5.5"";""183.0"";""31.8"";""52.0"";""ปกติ"""
"509,201;""129"";""18 ก.ค.2015 18:00"";""7.9"";""5.4"";""183.0"";""31.7"";""52.0"";""ปกติ"""
"509,332;""129"";""18 ก.ค.2015 19:00"";""7.8"";""5.3"";""183.0"";""31.5"";""52.0"";""ปกติ"""
"509,463;""129"";""18 ก.ค.2015 20:00"";""7.8"";""5.2"";""183.0"";""31.4"";""50.0"";""ปกติ"""
"509,593;""129"";""18 ก.ค.2015 21:00"";""7.8"";""5.1"";""184.0"";""31.4"";""51.0"";""ปกติ"""
"509,724;""129"";""18 ก.ค.2015 22:00"";""7.8"";""5.1"";""184.0"";""31.4"";""48.0"";""ปกติ"""
"509,854;""129"";""18 ก.ค.2015 23:00"";""7.8"";""4.9"";""184.0"";""31.4"";""47.0"";""ปกติ"""
"509,985;""129"";""19 ก.ค.2015 00:00"";""7.8"";""4.7"";""183.0"";""31.5"";""46.0"";""ปกติ"""
"510,116;""129"";""19 ก.ค.2015 01:00"";""7.8"";""5.0"";""183.0"";""31.3"";""46.0"";""ปกติ"""
"510,247;""129"";""19 ก.ค.2015 02:00"";""7.7"";""4.7"";""182.0"";""31.3"";""45.0"";""ปกติ"""
"510,376;""129"";""19 ก.ค.2015 03:00"";""7.7"";""4.6"";""183.0"";""31.2"";""44.0"";""ปกติ"""
"510,505;""129"";""19 ก.ค.2015 04:00"";""7.7"";""4.4"";""183.0"";""31.1"";""42.0"";""ปกติ"""
"510,635;""129"";""19 ก.ค.2015 05:00"";""7.7"";""4.2"";""183.0"";""31.0"";""44.0"";""ปกติ"""
"510,765;""129"";""19 ก.ค.2015 06:00"";""7.7"";""4.4"";""183.0"";""31.0"";""43.0"";""ปกติ"""
"510,894;""129"";""19 ก.ค.2015 07:00"";""7.7"";""4.1"";""184.0"";""30.9"";""44.0"";""ปกติ"""
"511,023;""129"";""19 ก.ค.2015 08:00"";""7.7"";""4.3"";""184.0"";""30.9"";""47.0"";""ปกติ"""
"511,150;""129"";""19 ก.ค.2015 09:00"";""7.7"";""4.4"";""183.0"";""31.0"";""46.0"";""ปกติ"""
"511,276;""129"";""19 ก.ค.2015 10:00"";""7.8"";""4.8"";""182.0"";""31.2"";""50.0"";""ปกติ"""
"511,403;""129"";""19 ก.ค.2015 11:00"";""7.8"";""4.9"";""182.0"";""31.2"";""52.0"";""ปกติ"""
"511,531;""129"";""19 ก.ค.2015 12:00"";""7.8"";""5.0"";""181.0"";""31.6"";""53.0"";""ปกติ"""
"511,658;""129"";""19 ก.ค.2015 13:00"";""7.8"";""5.0"";""181.0"";""31.8"";""53.0"";""ปกติ"""
"511,785;""129"";""19 ก.ค.2015 14:00"";""7.8"";""5.1"";""180.0"";""31.8"";""52.0"";""ปกติ"""
"511,912;""129"";""19 ก.ค.2015 15:00"";""7.8"";""5.0"";""180.0"";""31.9"";""53.0"";""ปกติ"""
"512,039;""129"";""19 ก.ค.2015 16:00"";""7.8"";""5.0"";""180.0"";""32.0"";""54.0"";""ปกติ"""
"512,166;""129"";""19 ก.ค.2015 17:00"";""7.8"";""4.9"";""180.0"";""32.0"";""55.0"";""ปกติ"""
"512,293;""129"";""19 ก.ค.2015 18:00"";""7.8"";""4.9"";""180.0"";""31.9"";""53.0"";""ปกติ"""
"512,421;""129"";""19 ก.ค.2015 19:00"";""7.8"";""4.9"";""181.0"";""31.8"";""52.0"";""ปกติ"""
"512,549;""129"";""19 ก.ค.2015 20:00"";""7.8"";""4.8"";""182.0"";""31.7"";""53.0"";""ปกติ"""
"512,677;""129"";""19 ก.ค.2015 21:00"";""7.8"";""4.7"";""183.0"";""31.6"";""52.0"";""ปกติ"""
"512,801;""129"";""19 ก.ค.2015 22:00"";""7.8"";""4.9"";""183.0"";""31.4"";""51.0"";""ปกติ"""
"512,928;""129"";""19 ก.ค.2015 23:00"";""7.7"";""4.7"";""184.0"";""31.3"";""49.0"";""ปกติ"""
"513,054;""129"";""20 ก.ค.2015 00:00"";""7.7"";""4.4"";""183.0"";""31.2"";""48.0"";""ปกติ"""
"513,180;""129"";""20 ก.ค.2015 01:00"";""7.8"";""4.7"";""183.0"";""31.1"";""46.0"";""ปกติ"""
"513,307;""129"";""20 ก.ค.2015 02:00"";""7.8"";""4.9"";""183.0"";""30.9"";""47.0"";""ปกติ"""
"513,431;""129"";""20 ก.ค.2015 03:00"";""7.8"";""4.8"";""183.0"";""30.8"";""46.0"";""ปกติ"""
"513,558;""129"";""20 ก.ค.2015 04:00"";""7.8"";""5.1"";""184.0"";""30.8"";""47.0"";""ปกติ"""
"513,685;""129"";""20 ก.ค.2015 05:00"";""7.8"";""4.9"";""185.0"";""30.8"";""46.0"";""ปกติ"""
"513,812;""129"";""20 ก.ค.2015 06:00"";""7.8"";""5.0"";""186.0"";""30.7"";""49.0"";""ปกติ"""
"513,939;""129"";""20 ก.ค.2015 07:00"";""7.8"";""5.0"";""186.0"";""30.7"";""50.0"";""ปกติ"""
"514,066;""129"";""20 ก.ค.2015 08:00"";""7.8"";""4.9"";""186.0"";""30.7"";""53.0"";""ปกติ"""
"514,191;""129"";""20 ก.ค.2015 09:00"";""7.8"";""4.9"";""186.0"";""30.8"";""52.0"";""ปกติ"""
"514,317;""129"";""20 ก.ค.2015 10:00"";""7.8"";""5.0"";""185.0"";""31.1"";""53.0"";""ปกติ"""
"514,443;""129"";""20 ก.ค.2015 11:00"";""7.8"";""5.0"";""185.0"";""31.4"";""55.0"";""ปกติ"""
"514,570;""129"";""20 ก.ค.2015 12:00"";""7.8"";""5.2"";""184.0"";""31.6"";""56.0"";""ปกติ"""
"514,695;""129"";""20 ก.ค.2015 13:00"";""7.8"";""5.3"";""183.0"";""31.8"";""58.0"";""ปกติ"""
"514,822;""129"";""20 ก.ค.2015 14:00"";""7.8"";""5.2"";""183.0"";""31.8"";""59.0"";""ปกติ"""
"514,949;""129"";""20 ก.ค.2015 15:00"";""7.8"";""5.2"";""183.0"";""31.9"";""57.0"";""ปกติ"""
"515,076;""129"";""20 ก.ค.2015 16:00"";""7.8"";""5.3"";""182.0"";""31.7"";""57.0"";""ปกติ"""
"515,204;""129"";""20 ก.ค.2015 17:00"";""7.8"";""5.2"";""182.0"";""31.5"";""59.0"";""ปกติ"""
"515,328;""129"";""20 ก.ค.2015 18:00"";""7.8"";""5.2"";""182.0"";""31.3"";""59.0"";""ปกติ"""
"515,456;""129"";""20 ก.ค.2015 19:00"";""7.8"";""5.1"";""183.0"";""31.1"";""56.0"";""ปกติ"""
"515,583;""129"";""20 ก.ค.2015 20:00"";""7.8"";""5.1"";""184.0"";""31.0"";""56.0"";""ปกติ"""
"515,711;""129"";""20 ก.ค.2015 21:00"";""7.8"";""5.2"";""184.0"";""30.8"";""55.0"";""ปกติ"""
"515,837;""129"";""20 ก.ค.2015 22:00"";""7.8"";""5.1"";""184.0"";""30.7"";""53.0"";""ปกติ"""
"515,964;""129"";""20 ก.ค.2015 23:00"";""7.8"";""5.1"";""185.0"";""30.6"";""52.0"";""ปกติ"""
"516,091;""129"";""21 ก.ค.2015 00:00"";""7.8"";""5.1"";""185.0"";""30.6"";""50.0"";""ปกติ"""
"516,219;""129"";""21 ก.ค.2015 01:00"";""7.8"";""5.1"";""184.0"";""30.5"";""50.0"";""ปกติ"""
"516,347;""129"";""21 ก.ค.2015 02:00"";""7.8"";""5.1"";""185.0"";""30.5"";""48.0"";""ปกติ"""
"516,473;""129"";""21 ก.ค.2015 03:00"";""7.8"";""5.0"";""185.0"";""30.5"";""46.0"";""ปกติ"""
"516,600;""129"";""21 ก.ค.2015 04:00"";""7.8"";""5.0"";""186.0"";""30.3"";""47.0"";""ปกติ"""
"516,728;""129"";""21 ก.ค.2015 05:00"";""7.8"";""5.0"";""186.0"";""30.4"";""50.0"";""ปกติ"""
"516,856;""129"";""21 ก.ค.2015 06:00"";""7.7"";""4.9"";""186.0"";""30.3"";""51.0"";""ปกติ"""
"516,984;""129"";""21 ก.ค.2015 07:00"";""7.8"";""4.9"";""186.0"";""30.2"";""54.0"";""ปกติ"""
"517,112;""129"";""21 ก.ค.2015 08:00"";""7.8"";""4.7"";""186.0"";""30.2"";""55.0"";""ปกติ"""
"517,239;""129"";""21 ก.ค.2015 09:00"";""7.8"";""4.8"";""185.0"";""30.4"";""56.0"";""ปกติ"""
"517,365;""129"";""21 ก.ค.2015 10:00"";""7.8"";""4.9"";""184.0"";""30.5"";""57.0"";""ปกติ"""
"517,492;""129"";""21 ก.ค.2015 11:00"";""7.8"";""5.1"";""184.0"";""30.6"";""59.0"";""ปกติ"""
"517,620;""129"";""21 ก.ค.2015 12:00"";""7.8"";""5.1"";""183.0"";""30.5"";""62.0"";""ปกติ"""
"517,746;""129"";""21 ก.ค.2015 13:00"";""7.8"";""5.0"";""182.0"";""30.5"";""63.0"";""ปกติ"""
"517,873;""129"";""21 ก.ค.2015 14:00"";""7.8"";""4.9"";""182.0"";""30.8"";""66.0"";""ปกติ"""
"518,001;""129"";""21 ก.ค.2015 15:00"";""7.8"";""5.1"";""182.0"";""30.9"";""69.0"";""ปกติ"""
"518,129;""129"";""21 ก.ค.2015 16:00"";""7.8"";""5.1"";""182.0"";""30.7"";""70.0"";""ปกติ"""
"518,255;""129"";""21 ก.ค.2015 17:00"";""7.8"";""5.1"";""178.0"";""29.8"";""72.0"";""ปกติ"""
"518,383;""129"";""21 ก.ค.2015 18:00"";""7.8"";""5.4"";""179.0"";""29.7"";""68.0"";""ปกติ"""
"518,510;""129"";""21 ก.ค.2015 19:00"";""7.8"";""5.2"";""181.0"";""29.9"";""68.0"";""ปกติ"""
"518,636;""129"";""21 ก.ค.2015 20:00"";""7.8"";""5.0"";""182.0"";""30.0"";""62.0"";""ปกติ"""
"518,764;""129"";""21 ก.ค.2015 21:00"";""7.7"";""4.7"";""183.0"";""30.0"";""61.0"";""ปกติ"""
"518,892;""129"";""21 ก.ค.2015 22:00"";""7.8"";""4.8"";""185.0"";""30.0"";""62.0"";""ปกติ"""
"519,020;""129"";""21 ก.ค.2015 23:00"";""7.8"";""4.8"";""185.0"";""30.0"";""59.0"";""ปกติ"""
"519,146;""129"";""22 ก.ค.2015 00:00"";""7.8"";""4.8"";""185.0"";""30.0"";""58.0"";""ปกติ"""
"519,273;""129"";""22 ก.ค.2015 01:00"";""7.8"";""4.8"";""185.0"";""29.9"";""58.0"";""ปกติ"""
"519,398;""129"";""22 ก.ค.2015 02:00"";""7.8"";""4.8"";""185.0"";""29.9"";""56.0"";""ปกติ"""
"519,524;""129"";""22 ก.ค.2015 03:00"";""7.8"";""4.8"";""184.0"";""29.9"";""56.0"";""ปกติ"""
"519,649;""129"";""22 ก.ค.2015 04:00"";""7.8"";""5.0"";""184.0"";""29.9"";""56.0"";""ปกติ"""
"519,775;""129"";""22 ก.ค.2015 05:00"";""7.8"";""4.9"";""184.0"";""29.8"";""57.0"";""ปกติ"""
"519,901;""129"";""22 ก.ค.2015 06:00"";""7.8"";""4.9"";""184.0"";""29.8"";""60.0"";""ปกติ"""
"520,027;""129"";""22 ก.ค.2015 07:00"";""7.8"";""4.9"";""184.0"";""29.8"";""62.0"";""ปกติ"""
"520,153;""129"";""22 ก.ค.2015 08:00"";""7.8"";""4.9"";""184.0"";""29.9"";""61.0"";""ปกติ"""
"520,279;""129"";""22 ก.ค.2015 09:00"";""7.8"";""4.9"";""184.0"";""30.0"";""60.0"";""ปกติ"""
"520,404;""129"";""22 ก.ค.2015 10:00"";""7.8"";""5.1"";""184.0"";""30.1"";""60.0"";""ปกติ"""
"520,529;""129"";""22 ก.ค.2015 11:00"";""7.8"";""5.0"";""184.0"";""30.5"";""59.0"";""ปกติ"""
"520,652;""129"";""22 ก.ค.2015 12:00"";""7.8"";""5.2"";""183.0"";""30.9"";""57.0"";""ปกติ"""
"520,776;""129"";""22 ก.ค.2015 13:00"";""7.8"";""5.2"";""183.0"";""31.1"";""59.0"";""ปกติ"""
"520,900;""129"";""22 ก.ค.2015 14:00"";""7.8"";""5.3"";""182.0"";""31.0"";""62.0"";""ปกติ"""
"521,024;""129"";""22 ก.ค.2015 15:00"";""7.8"";""5.2"";""182.0"";""31.0"";""62.0"";""ปกติ"""
"521,148;""129"";""22 ก.ค.2015 16:00"";""7.8"";""5.2"";""182.0"";""30.9"";""65.0"";""ปกติ"""
"521,273;""129"";""22 ก.ค.2015 17:00"";""7.8"";""5.2"";""181.0"";""30.6"";""68.0"";""ปกติ"""
"521,399;""129"";""22 ก.ค.2015 18:00"";""7.8"";""5.0"";""182.0"";""30.5"";""70.0"";""ปกติ"""
"521,524;""129"";""22 ก.ค.2015 19:00"";""7.8"";""4.9"";""182.0"";""30.4"";""69.0"";""ปกติ"""
"521,650;""129"";""22 ก.ค.2015 20:00"";""7.7"";""5.0"";""183.0"";""30.4"";""68.0"";""ปกติ"""
"521,775;""129"";""22 ก.ค.2015 21:00"";""7.8"";""5.0"";""183.0"";""30.4"";""65.0"";""ปกติ"""
"521,899;""129"";""22 ก.ค.2015 22:00"";""7.8"";""5.1"";""183.0"";""30.3"";""63.0"";""ปกติ"""
"522,020;""129"";""22 ก.ค.2015 23:00"";""7.8"";""5.0"";""183.0"";""30.2"";""60.0"";""ปกติ"""
"522,144;""129"";""23 ก.ค.2015 00:00"";""7.8"";""5.2"";""183.0"";""30.2"";""59.0"";""ปกติ"""
"522,266;""129"";""23 ก.ค.2015 01:00"";""7.8"";""5.1"";""183.0"";""30.2"";""57.0"";""ปกติ"""
