"203,717";"109";"3 เม.ย.2015 22:30";"6.7";"8.6";"247.7";"32.1";"-";"ปกติ"
"203,771";"109";"3 เม.ย.2015 23:00";"6.7";"8.7";"247.4";"32.1";"-";"ปกติ"
"203,833";"109";"3 เม.ย.2015 23:30";"6.6";"8.3";"247.7";"31.9";"-";"ปกติ"
"203,886";"109";"4 เม.ย.2015 00:00";"6.6";"8.1";"247.8";"31.7";"-";"ปกติ"
"203,947";"109";"4 เม.ย.2015 00:30";"6.5";"7.7";"248.0";"31.6";"-";"ปกติ"
"204,000";"109";"4 เม.ย.2015 01:00";"6.5";"7.4";"248.2";"31.5";"-";"ปกติ"
"204,061";"109";"4 เม.ย.2015 01:30";"6.4";"7.1";"248.6";"31.4";"-";"ปกติ"
"204,115";"109";"4 เม.ย.2015 02:00";"6.3";"7.0";"248.4";"31.2";"-";"ปกติ"
"204,177";"109";"4 เม.ย.2015 02:30";"6.3";"6.9";"248.5";"31.2";"-";"ปกติ"
"204,230";"109";"4 เม.ย.2015 03:00";"6.3";"6.7";"248.7";"31.1";"-";"ปกติ"
"204,291";"109";"4 เม.ย.2015 03:30";"6.3";"6.6";"248.9";"31.0";"-";"ปกติ"
"204,344";"109";"4 เม.ย.2015 04:00";"6.3";"6.5";"249.1";"31.0";"-";"ปกติ"
"204,405";"109";"4 เม.ย.2015 04:30";"6.3";"6.6";"248.6";"30.9";"-";"ปกติ"
"204,458";"109";"4 เม.ย.2015 05:00";"6.2";"6.5";"249.2";"30.9";"-";"ปกติ"
"204,519";"109";"4 เม.ย.2015 05:30";"6.2";"6.4";"249.3";"30.8";"-";"ปกติ"
"204,572";"109";"4 เม.ย.2015 06:00";"6.2";"6.3";"249.5";"30.8";"-";"ปกติ"
"204,633";"109";"4 เม.ย.2015 06:30";"6.2";"6.2";"249.7";"30.8";"-";"ปกติ"
"204,685";"109";"4 เม.ย.2015 07:00";"6.2";"6.3";"249.7";"30.8";"-";"ปกติ"
"204,745";"109";"4 เม.ย.2015 07:30";"6.1";"6.2";"249.8";"30.7";"-";"ปกติ"
"204,797";"109";"4 เม.ย.2015 08:00";"6.1";"6.2";"249.6";"30.7";"-";"ปกติ"
"204,856";"109";"4 เม.ย.2015 08:30";"6.1";"6.2";"249.5";"30.7";"-";"ปกติ"
"204,908";"109";"4 เม.ย.2015 09:00";"6.1";"6.2";"249.5";"30.7";"-";"ปกติ"
"204,968";"109";"4 เม.ย.2015 09:30";"6.1";"6.2";"249.5";"30.7";"-";"ปกติ"
"205,020";"109";"4 เม.ย.2015 10:00";"6.1";"6.3";"249.6";"30.8";"-";"ปกติ"
"205,080";"109";"4 เม.ย.2015 10:30";"6.1";"6.4";"249.5";"30.9";"-";"ปกติ"
"205,132";"109";"4 เม.ย.2015 11:00";"6.2";"6.3";"249.8";"31.2";"-";"ปกติ"
"205,192";"109";"4 เม.ย.2015 11:30";"6.2";"6.3";"250.2";"31.5";"-";"ปกติ"
"205,244";"109";"4 เม.ย.2015 12:00";"6.4";"6.9";"249.9";"32.0";"-";"ปกติ"
"205,303";"109";"4 เม.ย.2015 12:30";"6.4";"7.1";"249.6";"32.2";"-";"ปกติ"
"205,354";"109";"4 เม.ย.2015 13:00";"6.5";"7.5";"249.6";"32.7";"-";"ปกติ"
