หมายเลข,วันที่-เวลา,DO,EC,T,Tb,สถานะ
111,19 ส.ค.2015 02:30,3.9,658.6,29.0,-,ปกติ
111,19 ส.ค.2015 03:00,3.9,658.5,28.7,-,ปกติ
111,19 ส.ค.2015 03:30,4.0,658.3,28.5,-,ปกติ
111,19 ส.ค.2015 04:00,4.0,658.0,28.3,-,ปกติ
111,19 ส.ค.2015 04:30,4.0,657.7,28.1,-,ปกติ
111,19 ส.ค.2015 05:00,4.1,657.4,27.9,-,ปกติ
111,19 ส.ค.2015 05:30,4.0,657.3,27.8,-,ปกติ
111,19 ส.ค.2015 06:00,4.2,657.3,27.6,-,ปกติ
111,19 ส.ค.2015 06:30,4.3,657.1,27.4,-,ปกติ
111,19 ส.ค.2015 07:00,4.3,656.6,27.2,-,ปกติ
111,19 ส.ค.2015 07:30,3.9,656.0,27.2,-,ปกติ
111,19 ส.ค.2015 08:00,4.3,655.3,27.3,-,ปกติ
111,19 ส.ค.2015 08:30,4.3,653.9,27.6,-,ปกติ
111,19 ส.ค.2015 09:00,4.3,653.5,28.0,-,ปกติ
111,19 ส.ค.2015 09:30,4.3,654.0,28.2,-,ปกติ
111,19 ส.ค.2015 10:00,4.3,654.3,28.4,-,ปกติ
111,19 ส.ค.2015 10:30,4.4,654.5,28.7,-,ปกติ
111,19 ส.ค.2015 11:00,4.3,654.0,29.0,-,ปกติ
111,19 ส.ค.2015 11:30,4.4,654.0,29.3,-,ปกติ
111,19 ส.ค.2015 12:00,4.3,654.1,29.6,-,ปกติ
111,19 ส.ค.2015 12:30,4.4,655.4,29.7,-,ปกติ
111,19 ส.ค.2015 13:00,4.4,655.8,30.0,-,ปกติ
111,19 ส.ค.2015 13:30,4.4,655.4,30.3,-,ปกติ
111,19 ส.ค.2015 14:00,4.4,655.7,30.7,-,ปกติ
111,19 ส.ค.2015 14:30,4.4,655.9,31.0,-,ปกติ
111,19 ส.ค.2015 15:00,4.4,655.8,31.5,-,ปกติ
111,19 ส.ค.2015 15:30,4.3,656.4,31.8,-,ปกติ
111,19 ส.ค.2015 16:00,4.4,657.4,32.0,-,ปกติ
111,19 ส.ค.2015 16:30,4.3,658.3,32.2,-,ปกติ
111,19 ส.ค.2015 17:00,4.4,659.8,32.1,-,ปกติ
111,19 ส.ค.2015 17:30,4.5,661.4,31.9,-,ปกติ
111,19 ส.ค.2015 18:00,4.6,662.5,31.7,-,ปกติ
111,19 ส.ค.2015 18:30,4.6,663.0,31.4,-,ปกติ
111,19 ส.ค.2015 19:00,4.6,663.5,31.0,-,ปกติ
111,19 ส.ค.2015 19:30,4.7,664.2,30.6,-,ปกติ
111,19 ส.ค.2015 20:00,4.7,664.3,30.2,-,ปกติ
111,19 ส.ค.2015 20:30,4.8,663.6,29.9,-,ปกติ
111,19 ส.ค.2015 21:00,4.8,662.8,29.7,-,ปกติ
111,19 ส.ค.2015 21:30,4.8,662.3,29.5,-,ปกติ
111,19 ส.ค.2015 22:00,4.8,662.1,29.3,-,ปกติ
111,19 ส.ค.2015 22:30,4.9,662.1,29.1,-,ปกติ
111,19 ส.ค.2015 23:00,4.9,661.9,29.0,-,ปกติ
111,19 ส.ค.2015 23:30,4.9,661.8,28.8,-,ปกติ
111,20 ส.ค.2015 00:00,5.0,661.8,28.6,-,ปกติ
111,20 ส.ค.2015 00:30,5.0,661.7,28.4,-,ปกติ
111,20 ส.ค.2015 01:00,5.0,661.5,28.2,-,ปกติ
111,20 ส.ค.2015 01:30,5.1,661.1,28.0,-,ปกติ
111,20 ส.ค.2015 02:00,5.1,661.2,27.8,-,ปกติ
111,20 ส.ค.2015 02:30,5.0,660.7,27.8,-,ปกติ
111,20 ส.ค.2015 03:00,4.5,660.8,27.6,-,ปกติ
111,20 ส.ค.2015 03:30,4.6,660.5,27.5,-,ปกติ
111,20 ส.ค.2015 04:00,4.5,660.4,27.4,-,ปกติ
111,20 ส.ค.2015 04:30,5.2,660.4,27.2,-,ปกติ
111,20 ส.ค.2015 05:00,5.3,660.5,27.1,-,ปกติ
111,20 ส.ค.2015 05:30,4.8,659.9,27.0,-,ปกติ
111,20 ส.ค.2015 06:00,5.2,659.9,26.9,-,ปกติ
111,20 ส.ค.2015 06:30,4.7,659.7,26.8,-,ปกติ
111,20 ส.ค.2015 07:00,4.1,659.5,26.8,-,ปกติ
111,20 ส.ค.2015 07:30,5.4,659.1,26.8,-,ปกติ
111,20 ส.ค.2015 08:00,5.4,658.1,26.9,-,ปกติ
111,20 ส.ค.2015 08:30,5.4,656.6,27.3,-,ปกติ
111,20 ส.ค.2015 09:00,5.4,655.3,27.7,-,ปกติ
111,20 ส.ค.2015 09:30,F,F,F,-,-
111,20 ส.ค.2015 10:00,5.7,654.6,28.6,-,ปกติ
111,20 ส.ค.2015 10:30,5.6,654.7,28.9,-,ปกติ
111,20 ส.ค.2015 11:00,5.7,655.6,29.2,-,ปกติ
111,20 ส.ค.2015 11:30,5.7,656.4,29.5,-,ปกติ
111,20 ส.ค.2015 12:00,5.6,657.3,29.7,-,ปกติ
111,20 ส.ค.2015 12:30,5.3,657.4,30.0,-,ปกติ
111,20 ส.ค.2015 13:00,5.1,657.8,30.4,-,ปกติ
111,20 ส.ค.2015 13:30,5.1,658.2,30.7,-,ปกติ
111,20 ส.ค.2015 14:00,5.1,659.3,30.9,-,ปกติ
111,20 ส.ค.2015 14:30,5.1,659.7,31.2,-,ปกติ
111,20 ส.ค.2015 15:00,5.0,657.0,31.7,-,ปกติ
111,20 ส.ค.2015 15:30,5.0,657.0,32.3,-,ปกติ
111,20 ส.ค.2015 16:00,4.9,656.5,32.9,-,ปกติ
111,20 ส.ค.2015 16:30,4.9,657.2,33.4,-,ปกติ
111,20 ส.ค.2015 17:00,4.9,658.9,33.6,-,ปกติ
111,20 ส.ค.2015 17:30,4.8,661.3,33.6,-,ปกติ
111,20 ส.ค.2015 18:00,5.0,662.5,33.6,-,ปกติ
111,20 ส.ค.2015 18:30,5.0,663.9,33.5,-,ปกติ
111,20 ส.ค.2015 19:00,5.0,666.4,32.9,-,ปกติ
111,20 ส.ค.2015 19:30,5.0,668.1,32.2,-,ปกติ
111,20 ส.ค.2015 20:00,5.1,667.9,31.7,-,ปกติ
111,20 ส.ค.2015 20:30,5.1,667.4,31.3,-,ปกติ
111,20 ส.ค.2015 21:00,5.1,667.0,30.9,-,ปกติ
111,20 ส.ค.2015 21:30,5.2,666.4,30.6,-,ปกติ
111,20 ส.ค.2015 22:00,5.1,665.8,30.3,-,ปกติ
111,20 ส.ค.2015 22:30,5.1,665.1,30.1,-,ปกติ
111,20 ส.ค.2015 23:00,5.3,664.7,30.0,-,ปกติ
111,20 ส.ค.2015 23:30,4.7,664.5,29.7,-,ปกติ
111,21 ส.ค.2015 00:00,5.0,664.0,29.5,-,ปกติ
111,21 ส.ค.2015 00:30,4.8,663.8,29.3,-,ปกติ
111,21 ส.ค.2015 01:00,4.9,663.5,29.1,-,ปกติ
111,21 ส.ค.2015 01:30,5.2,663.1,28.9,-,ปกติ
111,21 ส.ค.2015 02:00,4.5,663.0,28.7,-,ปกติ
111,21 ส.ค.2015 02:30,5.3,663.0,28.5,-,ปกติ
111,21 ส.ค.2015 03:00,5.3,662.6,28.3,-,ปกติ
111,21 ส.ค.2015 03:30,5.4,662.3,28.1,-,ปกติ
111,21 ส.ค.2015 04:00,5.0,662.1,28.0,-,ปกติ
111,21 ส.ค.2015 04:30,5.4,661.7,27.8,-,ปกติ
111,21 ส.ค.2015 05:00,5.5,661.5,27.7,-,ปกติ
111,21 ส.ค.2015 05:30,5.4,661.5,27.5,-,ปกติ
111,21 ส.ค.2015 06:00,5.4,661.1,27.4,-,ปกติ
111,21 ส.ค.2015 06:30,5.5,660.9,27.2,-,ปกติ
111,21 ส.ค.2015 07:00,5.4,660.5,27.1,-,ปกติ
111,21 ส.ค.2015 07:30,5.4,660.0,27.2,-,ปกติ
111,21 ส.ค.2015 08:00,5.6,659.2,27.3,-,ปกติ
111,21 ส.ค.2015 08:30,5.7,658.4,27.4,-,ปกติ
111,21 ส.ค.2015 09:00,5.6,657.2,27.8,-,ปกติ
111,21 ส.ค.2015 09:30,5.6,656.5,28.2,-,ปกติ
111,21 ส.ค.2015 10:00,5.9,656.9,28.4,-,ปกติ
111,21 ส.ค.2015 10:30,5.9,657.3,28.7,-,ปกติ
111,21 ส.ค.2015 11:00,5.9,657.1,28.9,-,ปกติ
111,21 ส.ค.2015 11:30,5.8,657.1,29.2,-,ปกติ
111,21 ส.ค.2015 12:00,5.6,657.6,29.5,-,ปกติ
111,21 ส.ค.2015 12:30,5.6,657.7,29.8,-,ปกติ
111,21 ส.ค.2015 13:00,5.4,658.7,29.9,-,ปกติ
111,21 ส.ค.2015 13:30,5.5,659.5,30.1,-,ปกติ
111,21 ส.ค.2015 14:00,5.6,659.2,30.4,-,ปกติ
111,21 ส.ค.2015 14:30,5.4,658.8,30.8,-,ปกติ
111,21 ส.ค.2015 15:00,5.4,660.9,30.8,-,ปกติ
111,21 ส.ค.2015 15:30,5.5,664.6,30.2,-,ปกติ
111,21 ส.ค.2015 16:00,5.6,664.7,30.1,-,ปกติ
111,21 ส.ค.2015 16:30,5.6,664.5,30.0,-,ปกติ
111,21 ส.ค.2015 17:00,5.6,664.6,29.8,-,ปกติ
111,21 ส.ค.2015 17:30,5.6,664.4,29.8,-,ปกติ
111,21 ส.ค.2015 18:00,5.7,664.4,29.6,-,ปกติ
111,21 ส.ค.2015 18:30,5.7,664.2,29.5,-,ปกติ
111,21 ส.ค.2015 19:00,5.7,664.4,29.4,-,ปกติ
111,21 ส.ค.2015 19:30,5.7,664.6,29.2,-,ปกติ
111,21 ส.ค.2015 20:00,5.7,664.4,29.1,-,ปกติ
111,21 ส.ค.2015 20:30,5.7,664.4,28.9,-,ปกติ
111,21 ส.ค.2015 21:00,5.7,664.4,28.8,-,ปกติ
111,21 ส.ค.2015 21:30,5.8,664.3,28.6,-,ปกติ
111,21 ส.ค.2015 22:00,5.8,664.3,28.5,-,ปกติ
111,21 ส.ค.2015 22:30,5.8,664.0,28.4,-,ปกติ
111,21 ส.ค.2015 23:00,5.6,663.8,28.3,-,ปกติ
111,21 ส.ค.2015 23:30,5.8,664.0,28.1,-,ปกติ
111,22 ส.ค.2015 00:00,5.8,664.1,27.9,-,ปกติ
111,22 ส.ค.2015 00:30,5.9,663.8,27.8,-,ปกติ
111,22 ส.ค.2015 01:00,5.8,663.6,27.7,-,ปกติ
111,22 ส.ค.2015 01:30,5.9,663.6,27.6,-,ปกติ
111,22 ส.ค.2015 02:00,5.6,663.4,27.5,-,ปกติ
111,22 ส.ค.2015 02:30,5.3,663.3,27.4,-,ปกติ
111,22 ส.ค.2015 03:00,5.8,663.1,27.3,-,ปกติ
111,22 ส.ค.2015 03:30,5.4,662.9,27.2,-,ปกติ
111,22 ส.ค.2015 04:00,5.5,662.7,27.1,-,ปกติ
111,22 ส.ค.2015 04:30,5.7,662.5,27.1,-,ปกติ
111,22 ส.ค.2015 05:00,5.4,662.6,27.0,-,ปกติ
111,22 ส.ค.2015 05:30,5.4,662.3,26.9,-,ปกติ
111,22 ส.ค.2015 06:00,4.9,662.2,26.8,-,ปกติ
111,22 ส.ค.2015 06:30,5.4,662.1,26.8,-,ปกติ
111,22 ส.ค.2015 07:00,5.5,661.9,26.7,-,ปกติ
111,22 ส.ค.2015 07:30,6.1,661.9,26.7,-,ปกติ
111,22 ส.ค.2015 08:00,6.1,661.9,26.7,-,ปกติ
111,22 ส.ค.2015 08:30,6.0,661.5,26.8,-,ปกติ
111,22 ส.ค.2015 09:00,6.0,660.4,27.1,-,ปกติ
111,22 ส.ค.2015 09:30,6.0,660.2,27.3,-,ปกติ
111,22 ส.ค.2015 10:00,6.0,660.5,27.6,-,ปกติ
111,22 ส.ค.2015 10:30,6.0,661.0,27.7,-,ปกติ
111,22 ส.ค.2015 11:00,6.0,661.2,27.9,-,ปกติ
111,22 ส.ค.2015 11:30,6.0,661.6,28.1,-,ปกติ
111,22 ส.ค.2015 12:00,6.0,662.0,28.2,-,ปกติ
111,22 ส.ค.2015 12:30,6.0,662.3,28.4,-,ปกติ
111,22 ส.ค.2015 13:00,6.0,662.3,28.6,-,ปกติ
111,22 ส.ค.2015 13:30,6.0,662.7,28.8,-,ปกติ
111,22 ส.ค.2015 14:00,5.9,662.7,29.0,-,ปกติ
111,22 ส.ค.2015 14:30,6.0,663.4,29.1,-,ปกติ
111,22 ส.ค.2015 15:00,6.0,666.9,28.8,-,ปกติ
111,22 ส.ค.2015 15:30,6.0,668.3,28.3,-,ปกติ
111,22 ส.ค.2015 16:00,6.0,667.5,28.2,-,ปกติ
111,22 ส.ค.2015 16:30,6.1,666.4,28.3,-,ปกติ
111,22 ส.ค.2015 17:00,6.1,666.7,28.2,-,ปกติ
111,22 ส.ค.2015 17:30,6.1,666.0,28.2,-,ปกติ
111,22 ส.ค.2015 18:00,6.1,665.9,28.1,-,ปกติ
111,22 ส.ค.2015 18:30,6.1,666.0,28.1,-,ปกติ
111,22 ส.ค.2015 19:00,6.1,666.1,27.9,-,ปกติ
111,22 ส.ค.2015 19:30,6.1,666.3,27.8,-,ปกติ
111,22 ส.ค.2015 20:00,6.1,666.2,27.7,-,ปกติ
111,22 ส.ค.2015 20:30,6.1,666.2,27.5,-,ปกติ
111,22 ส.ค.2015 21:00,6.1,666.3,27.4,-,ปกติ
111,22 ส.ค.2015 21:30,6.1,666.1,27.3,-,ปกติ
111,22 ส.ค.2015 22:00,6.1,666.0,27.2,-,ปกติ
111,22 ส.ค.2015 22:30,6.1,665.9,27.1,-,ปกติ
111,22 ส.ค.2015 23:00,6.1,665.8,27.0,-,ปกติ
111,22 ส.ค.2015 23:30,6.1,665.7,26.9,-,ปกติ
111,23 ส.ค.2015 00:00,6.1,665.6,26.8,-,ปกติ
111,23 ส.ค.2015 00:30,6.1,665.7,26.7,-,ปกติ
111,23 ส.ค.2015 01:00,6.1,665.6,26.6,-,ปกติ
111,23 ส.ค.2015 01:30,6.2,665.4,26.5,-,ปกติ
111,23 ส.ค.2015 02:00,6.2,665.3,26.5,-,ปกติ
111,23 ส.ค.2015 02:30,6.2,665.2,26.4,-,ปกติ
111,23 ส.ค.2015 03:00,6.2,665.0,26.4,-,ปกติ
111,23 ส.ค.2015 03:30,6.2,665.3,26.3,-,ปกติ
111,23 ส.ค.2015 04:00,6.2,665.4,26.2,-,ปกติ
111,23 ส.ค.2015 04:30,6.2,665.5,26.1,-,ปกติ
111,23 ส.ค.2015 05:00,6.2,665.4,26.1,-,ปกติ
111,23 ส.ค.2015 05:30,6.2,664.8,26.1,-,ปกติ
111,23 ส.ค.2015 06:00,6.2,665.1,26.0,-,ปกติ
111,23 ส.ค.2015 06:30,6.2,665.2,25.9,-,ปกติ
111,23 ส.ค.2015 07:00,6.2,665.0,25.9,-,ปกติ
111,23 ส.ค.2015 07:30,6.2,664.8,25.9,-,ปกติ
111,23 ส.ค.2015 08:00,6.2,664.3,26.0,-,ปกติ
111,23 ส.ค.2015 08:30,6.1,663.7,26.1,-,ปกติ
111,23 ส.ค.2015 09:00,6.2,663.4,26.3,-,ปกติ
111,23 ส.ค.2015 09:30,6.2,663.0,26.6,-,ปกติ
111,23 ส.ค.2015 10:00,6.2,662.9,26.9,-,ปกติ
111,23 ส.ค.2015 10:30,6.2,662.9,27.2,-,ปกติ
111,23 ส.ค.2015 11:00,6.2,663.1,27.4,-,ปกติ
111,23 ส.ค.2015 11:30,6.2,663.4,27.7,-,ปกติ
111,23 ส.ค.2015 12:00,6.2,663.4,28.0,-,ปกติ
111,23 ส.ค.2015 12:30,6.2,663.6,28.3,-,ปกติ
111,23 ส.ค.2015 13:00,6.1,663.9,28.6,-,ปกติ
111,23 ส.ค.2015 13:30,6.1,664.5,28.9,-,ปกติ
111,23 ส.ค.2015 14:00,6.1,665.2,29.0,-,ปกติ
111,23 ส.ค.2015 14:30,6.1,665.9,29.2,-,ปกติ
111,23 ส.ค.2015 15:00,6.1,666.5,29.5,-,ปกติ
111,23 ส.ค.2015 15:30,6.0,667.1,29.6,-,ปกติ
111,23 ส.ค.2015 16:00,6.0,667.6,29.7,-,ปกติ
111,23 ส.ค.2015 16:30,6.0,667.3,30.0,-,ปกติ
111,23 ส.ค.2015 17:00,6.0,669.3,29.8,-,ปกติ
111,23 ส.ค.2015 17:30,6.0,670.1,29.7,-,ปกติ
111,23 ส.ค.2015 18:00,6.0,670.7,29.6,-,ปกติ
111,23 ส.ค.2015 18:30,6.0,671.0,29.5,-,ปกติ
111,23 ส.ค.2015 19:00,6.0,671.3,29.3,-,ปกติ
111,23 ส.ค.2015 19:30,6.0,671.6,29.2,-,ปกติ
111,23 ส.ค.2015 20:00,6.0,671.7,29.0,-,ปกติ
111,23 ส.ค.2015 20:30,6.0,671.8,28.9,-,ปกติ
111,23 ส.ค.2015 21:00,6.0,671.7,28.7,-,ปกติ
111,23 ส.ค.2015 21:30,6.0,671.7,28.6,-,ปกติ
111,23 ส.ค.2015 22:00,6.0,671.7,28.5,-,ปกติ
111,23 ส.ค.2015 22:30,6.0,671.6,28.3,-,ปกติ
111,23 ส.ค.2015 23:00,6.0,672.0,28.2,-,ปกติ
111,23 ส.ค.2015 23:30,6.0,671.5,28.1,-,ปกติ
111,24 ส.ค.2015 00:00,6.0,671.5,28.0,-,ปกติ
111,24 ส.ค.2015 00:30,6.0,671.5,27.9,-,ปกติ
111,24 ส.ค.2015 01:00,6.1,671.2,27.8,-,ปกติ
111,24 ส.ค.2015 01:30,6.0,671.3,27.7,-,ปกติ
111,24 ส.ค.2015 02:00,6.0,671.4,27.6,-,ปกติ
111,24 ส.ค.2015 02:30,6.1,671.3,27.4,-,ปกติ
111,24 ส.ค.2015 03:00,6.1,671.3,27.3,-,ปกติ
111,24 ส.ค.2015 03:30,6.1,671.2,27.2,-,ปกติ
111,24 ส.ค.2015 04:00,6.1,670.9,27.2,-,ปกติ
111,24 ส.ค.2015 04:30,6.1,670.6,27.2,-,ปกติ
111,24 ส.ค.2015 05:00,5.8,670.3,27.1,-,ปกติ
111,24 ส.ค.2015 05:30,6.0,670.4,27.0,-,ปกติ
111,24 ส.ค.2015 06:00,6.1,670.5,27.0,-,ปกติ
111,24 ส.ค.2015 06:30,F,F,F,-,-
111,24 ส.ค.2015 07:00,5.3,670.1,26.9,-,ปกติ
111,24 ส.ค.2015 07:30,6.2,669.6,26.9,-,ปกติ
111,24 ส.ค.2015 08:00,6.1,669.6,26.9,-,ปกติ
111,24 ส.ค.2015 08:30,6.1,669.4,27.0,-,ปกติ
111,24 ส.ค.2015 09:00,6.0,668.9,27.2,-,ปกติ
111,24 ส.ค.2015 09:30,6.0,668.8,27.4,-,ปกติ
111,24 ส.ค.2015 10:00,6.0,668.4,27.6,-,ปกติ
111,24 ส.ค.2015 10:30,6.1,668.3,27.9,-,ปกติ
111,24 ส.ค.2015 11:00,6.1,668.4,28.1,-,ปกติ
111,24 ส.ค.2015 11:30,6.0,668.1,28.5,-,ปกติ
111,24 ส.ค.2015 12:00,6.0,668.6,28.7,-,ปกติ
111,24 ส.ค.2015 12:30,6.0,669.1,28.9,-,ปกติ
111,24 ส.ค.2015 13:00,6.0,669.3,29.2,-,ปกติ
111,24 ส.ค.2015 13:30,6.0,669.5,29.5,-,ปกติ
111,24 ส.ค.2015 14:00,5.9,669.4,29.8,-,ปกติ
111,24 ส.ค.2015 14:30,6.0,670.0,30.1,-,ปกติ
111,24 ส.ค.2015 15:00,5.9,671.5,30.1,-,ปกติ
111,24 ส.ค.2015 15:30,5.9,672.4,30.2,-,ปกติ
111,24 ส.ค.2015 16:00,5.9,672.9,30.3,-,ปกติ
111,24 ส.ค.2015 16:30,5.9,673.5,30.3,-,ปกติ
111,24 ส.ค.2015 17:00,5.9,673.9,30.4,-,ปกติ
111,24 ส.ค.2015 17:30,5.9,674.0,30.5,-,ปกติ
111,24 ส.ค.2015 18:00,5.9,674.7,30.5,-,ปกติ
111,24 ส.ค.2015 18:30,5.9,675.7,30.3,-,ปกติ
111,24 ส.ค.2015 19:00,5.9,676.4,30.1,-,ปกติ
111,24 ส.ค.2015 19:30,5.9,676.7,30.0,-,ปกติ
111,24 ส.ค.2015 20:00,5.9,676.8,29.8,-,ปกติ
111,24 ส.ค.2015 20:30,5.8,677.1,29.7,-,ปกติ
111,24 ส.ค.2015 21:00,5.9,677.1,29.5,-,ปกติ
111,24 ส.ค.2015 21:30,5.9,677.1,29.3,-,ปกติ
111,24 ส.ค.2015 22:00,5.9,677.1,29.2,-,ปกติ
111,24 ส.ค.2015 22:30,5.9,677.3,28.9,-,ปกติ
111,24 ส.ค.2015 23:00,5.9,677.4,28.7,-,ปกติ
111,24 ส.ค.2015 23:30,5.9,677.1,28.6,-,ปกติ
111,25 ส.ค.2015 00:00,5.9,677.0,28.4,-,ปกติ
111,25 ส.ค.2015 00:30,6.0,677.1,28.2,-,ปกติ
111,25 ส.ค.2015 01:00,6.0,677.1,28.0,-,ปกติ
111,25 ส.ค.2015 01:30,6.0,676.8,27.9,-,ปกติ
111,25 ส.ค.2015 02:00,6.0,676.7,27.7,-,ปกติ
111,25 ส.ค.2015 02:30,6.0,676.4,27.6,-,ปกติ
111,25 ส.ค.2015 03:00,5.9,675.9,27.5,-,ปกติ
111,25 ส.ค.2015 03:30,5.7,675.7,27.5,-,ปกติ
111,25 ส.ค.2015 04:00,5.7,675.3,27.4,-,ปกติ
111,25 ส.ค.2015 04:30,5.7,675.6,27.3,-,ปกติ
111,25 ส.ค.2015 05:00,6.1,675.7,27.2,-,ปกติ
111,25 ส.ค.2015 05:30,6.1,675.8,27.0,-,ปกติ
111,25 ส.ค.2015 06:00,6.1,675.6,26.9,-,ปกติ
111,25 ส.ค.2015 06:30,6.0,675.4,26.8,-,ปกติ
111,25 ส.ค.2015 07:00,6.1,674.8,26.9,-,ปกติ
111,25 ส.ค.2015 07:30,6.1,673.9,26.9,-,ปกติ
111,25 ส.ค.2015 08:00,6.1,672.9,27.1,-,ปกติ
111,25 ส.ค.2015 08:30,5.9,671.9,27.5,-,ปกติ
111,25 ส.ค.2015 09:00,6.1,670.4,28.0,-,ปกติ
111,25 ส.ค.2015 09:30,6.0,670.3,28.4,-,ปกติ
111,25 ส.ค.2015 10:00,6.0,670.6,28.6,-,ปกติ
111,25 ส.ค.2015 10:30,6.0,671.5,28.8,-,ปกติ
111,25 ส.ค.2015 11:00,6.0,672.2,29.0,-,ปกติ
111,25 ส.ค.2015 11:30,6.0,672.9,29.2,-,ปกติ
111,25 ส.ค.2015 13:30,5.9,674.7,30.1,-,ปกติ
111,25 ส.ค.2015 14:00,5.9,675.4,30.3,-,ปกติ
111,25 ส.ค.2015 14:30,5.9,675.2,30.6,-,ปกติ
111,25 ส.ค.2015 15:00,5.9,674.6,31.1,-,ปกติ
111,25 ส.ค.2015 15:30,5.9,675.7,31.3,-,ปกติ
111,25 ส.ค.2015 16:00,5.8,676.5,31.4,-,ปกติ
111,25 ส.ค.2015 16:30,5.8,677.9,31.5,-,ปกติ
111,25 ส.ค.2015 17:00,5.8,680.5,31.1,-,ปกติ
111,25 ส.ค.2015 17:30,5.8,682.5,30.8,-,ปกติ
111,25 ส.ค.2015 18:00,5.8,683.5,30.4,-,ปกติ
111,25 ส.ค.2015 18:30,5.8,683.3,30.1,-,ปกติ
111,25 ส.ค.2015 19:00,5.8,682.8,29.9,-,ปกติ
111,25 ส.ค.2015 19:30,5.8,682.8,29.7,-,ปกติ
111,25 ส.ค.2015 20:00,5.8,682.3,29.5,-,ปกติ
111,25 ส.ค.2015 20:30,5.8,681.9,29.4,-,ปกติ
111,25 ส.ค.2015 21:00,5.7,681.2,29.4,-,ปกติ
111,25 ส.ค.2015 21:30,5.8,681.1,29.2,-,ปกติ
111,25 ส.ค.2015 22:00,5.4,680.8,29.1,-,ปกติ
111,25 ส.ค.2015 22:30,5.6,680.7,29.0,-,ปกติ
111,25 ส.ค.2015 23:00,5.7,680.5,28.9,-,ปกติ
111,25 ส.ค.2015 23:30,5.8,681.2,28.7,-,ปกติ
111,26 ส.ค.2015 00:00,5.8,681.6,28.4,-,ปกติ
111,26 ส.ค.2015 00:30,5.8,681.3,28.2,-,ปกติ
111,26 ส.ค.2015 01:00,5.8,681.1,28.0,-,ปกติ
111,26 ส.ค.2015 01:30,5.8,680.6,28.0,-,ปกติ
111,26 ส.ค.2015 02:00,5.9,680.4,27.8,-,ปกติ
111,26 ส.ค.2015 02:30,5.8,680.5,27.7,-,ปกติ
111,26 ส.ค.2015 03:00,5.9,680.3,27.5,-,ปกติ
111,26 ส.ค.2015 03:30,5.9,680.0,27.4,-,ปกติ
111,26 ส.ค.2015 04:00,5.4,679.7,27.4,-,ปกติ
111,26 ส.ค.2015 04:30,5.3,679.6,27.3,-,ปกติ
111,26 ส.ค.2015 05:00,5.3,679.5,27.2,-,ปกติ
111,26 ส.ค.2015 05:30,5.4,679.4,27.1,-,ปกติ
111,26 ส.ค.2015 06:00,5.5,679.4,27.0,-,ปกติ
111,26 ส.ค.2015 06:30,6.0,679.3,26.9,-,ปกติ
111,26 ส.ค.2015 07:00,5.9,678.8,26.8,-,ปกติ
111,26 ส.ค.2015 07:30,F,F,F,-,-
111,26 ส.ค.2015 08:00,6.1,678.3,26.8,-,ปกติ
111,26 ส.ค.2015 08:30,6.1,677.5,26.9,-,ปกติ
111,26 ส.ค.2015 09:00,6.0,676.7,27.0,-,ปกติ
111,26 ส.ค.2015 09:30,5.8,676.2,27.2,-,ปกติ
111,26 ส.ค.2015 10:00,5.9,676.1,27.4,-,ปกติ
111,26 ส.ค.2015 10:30,5.9,675.8,27.7,-,ปกติ
111,26 ส.ค.2015 11:00,5.9,675.7,28.0,-,ปกติ
111,26 ส.ค.2015 11:30,5.9,675.1,28.3,-,ปกติ
111,26 ส.ค.2015 12:00,5.9,676.0,28.5,-,ปกติ
111,26 ส.ค.2015 12:30,5.9,676.6,28.7,-,ปกติ
111,26 ส.ค.2015 13:00,5.8,677.0,28.9,-,ปกติ
111,26 ส.ค.2015 13:30,5.9,677.0,29.2,-,ปกติ
111,26 ส.ค.2015 14:00,5.9,677.1,29.5,-,ปกติ
111,26 ส.ค.2015 14:30,5.9,677.9,29.7,-,ปกติ
111,26 ส.ค.2015 15:00,5.8,683.6,29.1,-,ปกติ
111,26 ส.ค.2015 15:30,5.8,685.5,28.6,-,ปกติ
111,26 ส.ค.2015 16:00,5.9,684.8,28.4,-,ปกติ
111,26 ส.ค.2015 16:30,5.9,684.3,28.2,-,ปกติ
111,26 ส.ค.2015 17:00,5.9,683.8,28.0,-,ปกติ
111,26 ส.ค.2015 17:30,5.9,683.3,27.9,-,ปกติ
111,26 ส.ค.2015 18:00,5.8,682.4,27.9,-,ปกติ
111,26 ส.ค.2015 18:30,5.7,682.0,27.8,-,ปกติ
111,26 ส.ค.2015 19:00,5.4,681.7,27.7,-,ปกติ
111,26 ส.ค.2015 19:30,5.3,681.5,27.6,-,ปกติ
111,26 ส.ค.2015 20:00,5.4,681.4,27.5,-,ปกติ
111,26 ส.ค.2015 20:30,5.1,681.3,27.4,-,ปกติ
111,26 ส.ค.2015 21:00,5.1,681.3,27.3,-,ปกติ
111,26 ส.ค.2015 21:30,5.2,681.4,27.2,-,ปกติ
111,26 ส.ค.2015 22:00,5.5,681.3,27.0,-,ปกติ
111,26 ส.ค.2015 22:30,5.6,681.0,26.9,-,ปกติ
111,26 ส.ค.2015 23:00,5.6,680.9,26.9,-,ปกติ
111,26 ส.ค.2015 23:30,5.4,680.7,26.8,-,ปกติ
111,27 ส.ค.2015 00:00,5.2,680.4,26.7,-,ปกติ
111,27 ส.ค.2015 00:30,5.3,680.3,26.6,-,ปกติ
